timestamp,id1,id2,zone,interaction,leader,dist,TTC,MDRAC,closing_speed,speed_diff,yaw_diff,composite_score,duration,num_frames,link
2025-06-02 06:07:51.966908932,11235160,11235870,1018,bicycle_v_pedestrian,11235870,2.8748726844787598,0.6995095014572144,10.274601936340332,4.1098408699035645,1.5449517965316772,164.50053357547887,79.58895539910858,0.212004,2,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-02T06:07:51Z
2025-06-02 06:22:18.126470089,11261072,11261170,1017,motorcycle_v_pedestrian,11261170,3.675870418548584,0.6056946516036987,5.029918456282914,6.068850517272949,6.65101432800293,100.99398108783392,60.63128719300593,0.203383,3,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-02T06:22:18Z
2025-06-02 07:59:27.149806976,11357921,11357990,1019,car_v_pedestrian,11357990,5.503777503967285,0.660883367061615,6.247069447125367,8.327910423278809,6.802923202514648,158.12292275778384,84.42992254899109,0.102437,2,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-02T07:59:27Z
2025-06-02 10:09:59.550589085,11461877,11461950,1017,pedestrian_v_car,11461877,4.789068698883057,0.6571609377861023,5.440272309605112,7.28751277923584,7.57736873626709,105.7649875240272,72.07658066837216,0.210424,3,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-02T10:09:59Z
2025-06-02 12:10:33.355367899,11558575,11559262,1015,pedestrian_v_car,11558575,4.50954532623291,0.7240653038024902,3.87742752443115,6.228092193603516,5.257938385009766,169.3135046939327,37.489758449606775,0.102318,2,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-02T12:10:33Z
2025-06-02 12:13:29.271405935,11561264,11561534,1052,pedestrian_v_car,11561264,7.286093711853027,0.7713989615440369,6.492106388698412,9.44529914855957,7.38076114654541,178.50274922308517,116.98734521628077,0.503313,3,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-02T12:13:29Z
2025-06-02 13:02:05.756870031,11600405,11600445,1018,pedestrian_v_bicycle,11600445,0.30338263511657715,0.134749636054039,5.649182319641113,2.2514541149139404,0.955696165561676,165.2848951969191,101.20091383383536,0.29338,4,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-02T13:02:05Z
2025-06-02 13:14:00.335386992,11612726,11613269,1015,car_v_pedestrian,11613269,6.07030725479126,0.6943030953407288,6.072748671600737,8.743021965026855,9.232868194580078,166.7396708486185,82.42353134178099,0.106518,2,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-02T13:14:00Z
2025-06-02 13:43:06.839394093,11662806,11664211,1017,bicycle_v_pedestrian,11664211,2.5571963787078857,0.4489120841026306,6.366051577013699,5.696430206298828,4.303952693939209,179.88860462359344,116.3081155460224,0.497612,4,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-02T13:43:06Z
2025-06-02 13:43:41.002602100,11665267,11665666,1019,car_v_pedestrian,11665666,5.221094608306885,0.676321268081665,5.701395925154154,7.719843864440918,6.384859561920166,160.59883901115677,83.09614853087861,0.297575,4,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-02T13:43:41Z
2025-06-02 14:35:03.670906067,11727765,11728215,1017,pedestrian_v_car,11727765,4.427454948425293,0.7521142959594727,3.781593859241731,5.886678218841553,6.768290996551514,76.43167462389692,33.785858851748735,0.105473,2,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-02T14:35:03Z
2025-06-02 15:42:52.159099102,11803125,11803880,1017,pedestrian_v_truck,11803125,5.242659091949463,0.5425145626068115,6.904227930742303,9.663628578186035,14.775385856628418,93.32945334748175,128.04107740483818,0.117409,2,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-02T15:42:52Z
2025-06-02 16:23:04.044526100,11842417,11843276,1017,pedestrian_v_car,11842417,4.477046489715576,0.5594529509544373,6.199435738272827,8.002543449401855,10.125593185424805,119.96303835551612,93.8810390498572,0.109288,2,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-02T16:23:04Z
2025-06-02 20:33:38.027507067,11973034,11973217,1017,pedestrian_v_car,11973034,6.103207588195801,0.7817350625991821,4.78644508017249,7.807258605957031,9.300374984741211,82.58649468877881,52.98152541070375,0.108176,2,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-02T20:33:38Z
