10901854,zone,id_obj1,id_obj2,label_obj1,label_obj2,object_pair_labels,pos_x_obj1,pos_y_obj1,pos_x_obj2,pos_y_obj2,vel_x_obj1,vel_y_obj1,vel_obj1,vel_x_obj2,vel_y_obj2,vel_obj2,yaw_obj1,yaw_obj2,size_x_obj1,size_y_obj1,size_x_obj2,size_y_obj2,rel_dist,rel_vel,min_safe_dist,ttc_min_dist,ttc,ttc_severity_score,traj_min_dist,traj_time_horizon,traj_severity_score,env_min_dist,env_max_overlap_prob,env_time_horizon,env_severity_score,n_models,decel_initial_speed,decel_final_speed,decel_speed_change,decel_avg_deceleration,decel_max_deceleration,decel_observation_time,decel_num_frames_observed,decel_alignment,decel_intersection_distance,decel_lv_time_to_intersection,decel_hv_time_to_intersection,decel_severity,decel_model,date,ts_minus_10,replay_link,label1,label2,interaction_type,hour,day_of_week,interaction_type_2,is_real_near_miss,LiDAR_artifact,description
11:12.8,1004,16867192,16866780,4,1,1_4,1.5097656,11.171875,5.2890625,11.4609375,5.3398438,-4.5507812,7.7903786,-0.4399414,-0.20996094,0.8051953,5.5898438,3.0566406,4.6015625,1.9902344,0.5698242,0.6699219,3.7903354,7.228322,1.9578857,,,,,,,,,,,0,7.7903786,7.4596744,0.3307042,3.3070421,3.3070421,0.2,2,0.71813434,0,6.0009246,0.21334738,serious,TRUE,6/7/2025,11:02.8,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-07T16:11:02Z,1,4,pedestrian-car,19,Saturday,,,,
32:08.8,1002,16886279,16886589,4,3,3_4,28.890625,13.828125,30.0625,24.4375,-0.79003906,5.3085938,5.406203,-2.75,-5.03125,4.570793,1.5400391,4.2617188,3.9394531,1.9003906,1.8496094,0.7597656,10.6739,10.523964,2.1123047,0.8244918,1.0286971,0.064566255,0.98504627,0.96,0.015737273,0.985045,0.3877776,0.96,0.8328485,3,,,,,,,,,,,,,FALSE,6/7/2025,31:58.8,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-07T16:31:58Z,3,4,motorcycle-car,19,Saturday,,,,
32:12.0,1002,16886398,16886589,4,3,3_4,28.703125,13.703125,27.625,20.4375,-0.9399414,5.9296875,6.319535,-0.60009766,-0.89990234,0.33923146,1.5292969,4.1289062,4.390625,1.9296875,1.8496094,0.7597656,6.820129,6.8380404,2.2324219,0.7421027,0.9947682,0.05960199,0.77265054,0.96,0.15546246,0.77265054,0.3376006,0.96,0.47112784,3,,,,,,,,,,,,,FALSE,6/7/2025,32:02.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-07T16:32:02Z,3,4,motorcycle-car,19,Saturday,,,,
32:20.4,1002,16886713,16886589,4,3,3_4,29.46875,14.3515625,27.65625,20.515625,-1.0595703,5.7617188,5.395547,-0.010002136,-0.020004272,0.011053479,1.5986328,4.125,3.8632812,1.8496094,1.8496094,0.7597656,6.4250154,5.876216,2.0805664,0.68237054,1.195509,0.04748653,0.9512692,1.2,0.028635282,0.95127,0.372709,1.2,0.3982034,3,,,,,,,,,,,,,FALSE,6/7/2025,32:10.4,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-07T16:32:10Z,3,4,motorcycle-car,19,Saturday,,,,
50:09.1,1001,16901820,16902318,4,1,1_4,35.5,5,37.34375,9.6015625,3.3203125,1.5595703,3.6049764,1.0898438,-0.79003906,1.4203771,0.39453125,4.9140625,4.4492188,2.0605469,1.5498047,0.65527344,4.9571958,3.2396998,2.178711,,,,,,,1.9670318,0.2702142,1.2,0.23874897,1,3.6049764,0.01976471,3.5852118,4.016288,3.8237004,1.3,13,0.700161,0,2.8692012,1.4970672,serious,TRUE,6/7/2025,49:59.1,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-07T16:49:59Z,1,4,pedestrian-car,19,Saturday,,,,
22:36.7,1005,16933625,16933727,4,1,1_4,-6.9414062,-12.703125,-0.8100586,-11.703125,4.7695312,1.7099609,5.030892,-0.97021484,0.6098633,1.1301273,0.32763672,3.2304688,3.9492188,1.8203125,0.48999023,0.5498047,6.212361,5.8442197,1.7023315,0.17203029,1.1299527,0.01252625,0.6237189,0.96,0.21990694,0.6237188,0.3947224,0.96,0.7061769,3,,,,,,,,,,,,,FALSE,6/7/2025,22:26.7,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-07T17:22:26Z,1,4,pedestrian-car,20,Saturday,,,,
50:26.9,1006,16957171,16955361,4,1,1_4,20.640625,-14.578125,18.234375,-16.03125,-1.6601562,-1.9902344,2.5484254,1.0302734,0.23999023,1.1182206,4.8359375,6.25,4.8515625,2.0097656,0.64990234,0.6699219,2.8109806,3.494612,2.045288,0.4169127,0.64702004,0.045123518,0.49334663,0.72,0.1770557,1.4738396,0.37928432,1.2,0.36148676,3,,,,,,,,,,,,,FALSE,6/7/2025,50:16.9,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-07T17:50:16Z,1,4,pedestrian-car,20,Saturday,,,,
47:27.6,1002,16997925,16997791,4,2,2_4,28.59375,15.171875,28.046875,22.125,-0.15002441,6.4414062,6.2677712,0,0,0.01900508,1.484375,4.1796875,4,1.8896484,1.8398438,0.7402344,6.974598,6.443153,2.1174316,0.38482016,1.1717676,0.027218571,0.858851,1.2,0.09094444,0.86846226,0.41426286,0.96,0.5447263,3,,,,,,,,,,,,,FALSE,6/7/2025,47:17.6,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-07T18:47:17Z,2,4,cyclist-car,21,Saturday,,,,
10:09.8,1002,17009870,17010026,4,1,1_4,29.90625,18.8125,30.4375,18.015625,0.52001953,0.8300781,0.37849554,-0.6098633,0.20996094,0.56944835,1.0810547,2.8007812,4.5703125,2,0.54003906,0.5498047,0.9577246,1.288868,1.9150391,0.9541805,0.55215937,0.1142293,0.9577246,0,0.005448747,1.2749962,0.3648912,0.72,0.16405694,3,,,,,,,,,,,,,FALSE,6/7/2025,09:59.8,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-07T19:09:59Z,1,4,pedestrian-car,22,Saturday,,,,
31:03.1,1001,17021893,17021704,4,1,1_4,37.46875,6.4804688,38.09375,11.3828125,1.2695312,2.8808594,3.4593368,-0.02999878,-1.5195312,1.4119419,0.51904297,4.8359375,4.9101562,2.0195312,0.5,0.6401367,4.9420238,4.588269,2.017456,0.789077,1.1601439,0.056261126,0.92043936,0.96,0.03650455,1.008043,0.34370792,1.2,0.43009758,3,3.4593368,3.5509183,-0.09158158,0,0,0.2,2,0.6018766,1.43E-06,2.4003978,0.43558732,none,TRUE,6/7/2025,30:53.1,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-07T19:30:53Z,1,4,pedestrian-car,22,Saturday,,,,
26:33.9,1001,17112272,17111872,4,1,1_4,37.25,6.9609375,39.5625,9.53125,2.640625,3.25,4.2884235,0.15002441,-1.1699219,0.7388153,0.5859375,4.6210938,4.140625,1.9404297,0.52978516,0.66015625,3.4574792,5.0733423,1.817749,0.75284606,0.46444133,0.10020782,0.8026338,0.72,0.10013061,1.2037792,0.35111263,0.48,0.72215456,3,,,,,,,,,,,,,FALSE,6/8/2025,26:23.9,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-07T22:26:23Z,1,4,pedestrian-car,1,Sunday,,,,
36:55.6,1001,17118590,17118868,4,3,3_4,38.28125,7.2695312,39.9375,10.2890625,2.390625,2.5,3.7932575,-0.099975586,-0.070007324,0.06672695,0.43823242,3.0820312,4.4804688,2.0605469,0.7597656,0.7001953,3.4439416,3.5788307,2.0002441,0.9119933,0.92603886,0.07721896,0.91917634,0.96,0.028925415,1.177123,0.25681967,0.72,0.21374747,3,,,,,,,,,,,,,FALSE,6/8/2025,36:45.6,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-07T22:36:45Z,3,4,motorcycle-car,1,Sunday,,,,
36:58.1,1001,17118672,17118868,4,3,3_4,37.875,7.328125,39.9375,10.2734375,1.8095703,2.8808594,3.6262074,0,-0.010002136,0.020364426,0.54589844,5.1367188,4.1015625,1.8896484,0.7597656,0.7001953,3.5956602,3.4105167,1.862793,0.1855006,1.111519,0.01368349,0.36709303,0.96,0.21585399,0.36709416,0.32073334,0.96,0.22323804,3,,,,,,,,,,,,,FALSE,6/8/2025,36:48.1,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-07T22:36:48Z,3,4,motorcycle-car,1,Sunday,,,,
37:01.0,1001,17118822,17118868,4,3,3_4,38.5,6.8007812,39.96875,10.2578125,2.0996094,3.0292969,3.9279327,0.010002136,-0.010002136,0.02390474,0.49951172,5.421875,4.4609375,1.9404297,0.7597656,0.7001953,3.7561007,3.6883323,1.965332,0.7482693,1.0370849,0.058236532,0.76125634,0.96,0.08805659,1.0560365,0.261184,1.2,0.17515153,3,,,,,,,,,,,,,FALSE,6/8/2025,36:51.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-07T22:36:51Z,3,4,motorcycle-car,1,Sunday,,,,
24:44.1,1007,17349305,17349311,4,3,3_4,50.625,-23.453125,49.90625,-24.578125,-5.3984375,4.9101562,7.087841,-4.3085938,5.5,6.968913,2.5195312,2.1699219,2.40625,1.0400391,1.2304688,0.5,1.3350006,1.2392236,1.2941895,0.64727944,1.1605493,0.04613804,0.6476556,0.96,0.043663345,0.6476554,0.71861213,0.96,0.181739,3,,,,,,,,,,,,,FALSE,6/8/2025,24:34.1,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-08T08:24:34Z,3,4,motorcycle-car,11,Sunday,,,,
24:50.9,1003,17349305,17349316,4,3,3_4,19.0625,8.921875,18.984375,8.7734375,-5.0507812,4.21875,7.2059793,-5.421875,4.4882812,7.7299337,2.4199219,2.4492188,2.40625,1.0400391,0.9399414,0.4699707,0.16774149,0.45864764,1.2140503,0.16601275,0.13375889,0.044177763,0.16774149,0,0.03817134,0.18699215,0.6989248,0.24,0.10340652,3,,,,,,,,,,,,,FALSE,6/8/2025,24:40.9,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-08T08:24:40Z,3,4,motorcycle-car,11,Sunday,,,,
54:29.7,1001,17367947,17368660,4,1,1_4,32.6875,5.328125,37.625,5.7617188,3.0507812,0.8100586,3.035414,-0.42993164,0.6401367,0.86109346,0.33984375,2.1035156,4.1289062,1.9902344,0.52978516,0.6699219,4.956502,3.484858,1.8297119,,,,0.7945668,1.2,0.07159054,0.7945654,0.36715332,1.2,0.3489483,2,3.035414,1.1231574,1.9122566,2.731795,3.7114966,0.8,8,0.96835285,0,1.1632538,1.4545063,serious,TRUE,6/8/2025,54:19.7,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-08T08:54:19Z,1,4,pedestrian-car,11,Sunday,,,,
44:18.3,1001,17400878,17401046,4,1,1_4,33.46875,4.7890625,38.4375,4.4492188,1.9599609,1.3496094,2.0571566,-0.3798828,0.79003906,0.6388312,0.62841797,2.1328125,3.9804688,1.8300781,1.1855469,0.60009766,4.9803586,2.4058237,1.8990479,,,,,,,,,,,0,2.0571566,0.09707176,1.9600848,2.2545948,3.3080459,1.1,11,0.76695883,0,3.5766397,1.8418969,serious,TRUE,6/8/2025,44:08.3,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-08T09:44:08Z,1,4,pedestrian-car,12,Sunday,,,,
00:52.3,1002,17468290,17468231,4,3,3_4,29.25,14.0234375,28.203125,22.84375,-1.3701172,7.3984375,7.9141064,-0.7597656,-1.5595703,1.3908633,1.5771484,4.28125,4.4101562,1.9697266,1.7402344,0.7998047,8.882221,8.978777,2.2299805,0.4448754,0.97860825,0.03616932,0.5110174,0.96,0.4390466,0.5110174,0.37039152,0.96,0.67870665,3,,,,,,,,,,,,,FALSE,6/8/2025,00:42.3,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-08T11:00:42Z,3,4,motorcycle-car,14,Sunday,,,,
00:54.1,1002,17468310,17468231,4,3,3_4,29.265625,14.2421875,28.03125,22.5625,-1.2099609,7.9492188,8.056983,-0.19995117,-0.38989258,0.15924147,1.5566406,4.3554688,4.0898438,1.9199219,1.7402344,0.7998047,8.411378,8.400053,2.1374512,0.22502509,1.0026982,0.017965643,0.41131282,0.96,0.49450034,0.41131374,0.38574502,0.96,0.66128135,3,,,,,,,,,,,,,FALSE,6/8/2025,00:44.1,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-08T11:00:44Z,3,4,motorcycle-car,14,Sunday,,,,
32:42.6,1005,17499297,17499182,4,1,1_4,-17.203125,-16.421875,-16.5625,-17.4375,2.0390625,0.83984375,1.4162717,-1.0400391,1.0996094,1.5430924,0.36791992,2.328125,4.171875,1.9003906,0.52490234,0.77978516,1.2007891,3.0900395,1.8442383,0.9581755,0.1510099,0.23912425,0.9583422,0.24,0.012872435,1.2226667,0.35741594,0.48,0.44774163,3,,,,,,,,,,,,,FALSE,6/8/2025,32:32.6,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-08T11:32:32Z,1,4,pedestrian-car,14,Sunday,,,,
24:03.1,1003,17607967,17607942,4,2,2_4,10.828125,11.2109375,15.71875,15.890625,0.97021484,5.9414062,6.2039623,-3.9804688,0.9501953,4.1216617,1.6083984,2.9628906,3.890625,1.8496094,1.4599609,0.6699219,6.7688766,7.0300393,1.9675293,0.17674433,0.9270809,0.014952796,0.17762712,0.96,0.5781314,0.17762765,0.3047504,0.96,0.437226,3,,,,,,,,,,,,,FALSE,6/8/2025,23:53.1,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-08T13:23:53Z,2,4,cyclist-car,16,Sunday,,,,
29:28.4,1005,17612903,17613861,4,3,3_4,-11.921875,-14.4609375,-17.3125,-14.2578125,0.8901367,0.30004883,0.948799,7.6484375,0.8798828,7.556145,0.31469727,0.26171875,4.3398438,1.9296875,1.5800781,0.72509766,5.3944507,6.7831287,2.1436768,0.6631816,0.6324618,0.07284203,0.8126544,0.72,0.12707895,1.3346934,0.5492657,0.96,0.76035506,3,,,,,,,,,,,,,FALSE,6/8/2025,29:18.4,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-08T13:29:18Z,3,4,motorcycle-car,16,Sunday,,,,
12:19.6,1005,17650593,17650701,4,1,1_4,-5.0585938,-12.0625,-3.5,-13.046875,1.4003906,0.3701172,1.0986964,-1.2597656,0.66015625,1.3591026,0.27978516,3.0546875,3.9902344,1.8701172,0.60009766,0.7998047,1.8434231,2.6759212,1.8150635,0.809642,0.47457343,0.10637286,0.8536517,0.72,0.039161652,1.2201163,0.41600063,0.96,0.34077087,3,,,,,,,,,,,,,FALSE,6/8/2025,12:09.6,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-08T14:12:09Z,1,4,pedestrian-car,17,Sunday,,,,
10:15.6,1007,17704003,17704038,4,1,1_4,27.71875,-10.1328125,27.15625,-10.6484375,0.02999878,-0.27001953,0.12196024,0.5800781,0.3400879,1.0156188,3.8398438,0.53515625,3.0507812,0.72021484,0.77001953,0.75,0.7630697,0.8214733,1.3227539,0.07249291,0.86286235,0.006457357,0.07807653,0.96,0.07573355,0.078077175,0.5057405,0.96,0.12717928,3,,,,,,,,,,,,,FALSE,6/8/2025,10:05.6,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-08T15:10:05Z,1,4,pedestrian-car,18,Sunday,,,,
17:14.5,1001,17710036,17710316,4,3,3_4,36.9375,6.4882812,39.8125,11.359375,1.8095703,3.9296875,4.4233003,-1.5800781,-0.5097656,0.70248735,0.5883789,3.4003906,4.8085938,2.0507812,1.7099609,0.85009766,5.6562514,5.585558,2.3548584,0.67099154,1.025473,0.052670848,0.71752065,0.96,0.15778048,0.7175206,0.3416852,0.96,0.3894903,3,,,,,,,,,,,,,FALSE,6/8/2025,17:04.5,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-08T15:17:04Z,3,4,motorcycle-car,18,Sunday,,,,
57:13.1,1005,17743604,17744110,8,1,1_8,-15.6875,-15.53125,-14.609375,-12.4609375,1.2695312,0.4399414,1.839683,-0.60009766,-2.3105469,2.0929346,0.34228516,1.3085938,12.1796875,3.1308594,3,1.4199219,3.2541008,3.3257627,4.932617,0.83438736,0.9573693,0.06894806,0.83573407,0.96,0.054630954,1.1879617,0.29153815,1.2,0.26443276,3,1.839683,1.9948994,-0.15521634,0,0,0.2,2,0.62877727,0,1.2825613,0.24297367,none,TRUE,6/8/2025,57:03.1,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-08T15:57:03Z,1,8,pedestrian-bus,18,Sunday,,,,
04:58.7,1004,17787818,17788295,4,1,1_4,-4.9414062,10.9765625,-0.47998047,7.5898438,4.0390625,-3.6894531,5.477752,0,-0.18005371,0.18886274,5.5195312,4.0976562,4.8398438,2.1503906,0.77001953,0.35009766,5.6012664,5.3506923,2.027588,0.36962342,1.0958534,0.027570162,0.5841938,0.96,0.22248508,0.584194,0.31555063,0.96,0.5168615,3,,,,,,,,,,,,,FALSE,6/8/2025,04:48.7,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-08T17:04:48Z,1,4,pedestrian-car,20,Sunday,,,,
05:00.6,1004,17787885,17788295,4,1,1_4,-4.578125,11.0078125,-0.5698242,6.71875,4.0898438,-4.6601562,6.0209723,0.010002136,-0.38989258,0.53258944,5.4453125,4.2539062,4.3085938,2,0.77001953,0.35009766,5.8704796,5.905951,1.8571777,0.06471891,0.98802406,0.005224392,0.21059905,0.96,0.46621633,1.218738,0.3590432,1.2,0.5783159,3,,,,,,,,,,,,,FALSE,6/8/2025,04:50.6,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-08T17:04:50Z,1,4,pedestrian-car,20,Sunday,,,,
10:35.7,1005,17828817,17828919,4,1,1_4,-2.6601562,-11.3828125,1.1796875,-11.7109375,3.6308594,1.1796875,3.9915044,-0.58984375,0.70996094,0.5740849,0.42358398,1.5703125,4.1484375,1.9296875,0.48999023,0.6098633,3.8538377,4.246761,1.7944946,0.7508292,0.8235146,0.0691109,0.8074005,0.96,0.081792384,0.80740035,0.34636024,0.96,0.45027828,3,3.9915044,2.7261004,1.265404,3.1635098,3.4269452,0.5,5,0.87331533,2.38E-07,1.7476761,0.77364266,serious,TRUE,6/8/2025,10:25.7,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-08T18:10:25Z,1,4,pedestrian-car,21,Sunday,,,,
44:50.5,1005,17847371,17847865,4,1,1_4,-7.078125,-9.421875,-7.828125,-8.6015625,-0.7998047,-0.1899414,0.21997805,-0.7001953,-1.25,1.1937368,3.4355469,4.203125,4.4375,1.9599609,0.41503906,0.5,1.1114912,1.0647283,1.828125,0.6699673,1.089769,0.05019018,0.68067795,0.72,0.033999123,0.68348473,0.4286886,0.96,0.13972557,3,,,,,,,,,,,,,FALSE,6/8/2025,44:40.5,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-08T18:44:40Z,1,4,pedestrian-car,21,Sunday,,,,
26:03.9,1002,17870492,17870371,4,3,3_4,29.796875,19.890625,29.75,28.4375,0.77001953,8.40625,8.147142,-0.020004272,-0.02999878,0.060097635,1.3369141,4.1992188,4.390625,2.0292969,1.9199219,0.9501953,8.547004,8.47316,2.3225098,0.84357363,1.017506,0.06661003,0.9215622,0.96,0.0664616,0.92156225,0.3792821,0.96,0.6558607,3,,,,,,,,,,,,,FALSE,6/8/2025,25:53.9,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-08T19:25:53Z,3,4,motorcycle-car,22,Sunday,,,,
33:03.9,1005,17874308,17874003,4,1,1_4,-3.5097656,-11.546875,-1.3603516,-7.25,4.0390625,1.2304688,4.304164,0.33007812,-0.70996094,0.93190557,0.35253906,5.1523438,4.0195312,1.8603516,0.36010742,0.5,4.804489,4.185909,1.6849976,,,,,,,,,,,0,4.304164,3.0171576,1.2870064,2.5937448,3.2630777,0.7,7,0.7286635,0,4.4935203,0.89937377,serious,TRUE,6/8/2025,32:53.9,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-08T19:32:53Z,1,4,pedestrian-car,22,Sunday,,,,
36:00.4,1005,17875709,17875896,4,5,4_5,1.0898438,-9.4765625,1.8496094,-7.3515625,4.640625,2.3496094,5.003743,3.2402344,0.70996094,3.543058,0.41259766,0.37939453,4.484375,1.9804688,0.5097656,0.6699219,2.2567384,2.1562793,1.9111328,0.8023458,1.0953487,0.0598684,0.8033058,0.96,0.042412758,0.93406445,0.3853705,1.2,0.22662722,3,5.003743,5.0115,-0.00775671,0.16550064,0.16550064,0.3,3,0.68599546,2.13E-06,1.8700796,1.469471,low,TRUE,6/8/2025,35:50.4,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-08T19:35:50Z,4,5,car-escooter,22,Sunday,,,,
17:02.5,1001,20224599,20224527,4,1,1_4,34.96875,6.109375,35.96875,13.2578125,0.8798828,8.828125,4.7045684,-0.5698242,1.0996094,1.2587844,1.4833984,2.0605469,4.1601562,1.9003906,0.36010742,0.52001953,7.218044,7.8633075,1.7351685,0.3350506,0.84261376,0.030349152,0.47628847,0.96,0.4118105,0.47628903,0.39329952,0.96,0.946725,3,,,,,,,,,,,,,FALSE,6/10/2025,16:52.5,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-10T04:16:52Z,1,4,pedestrian-car,7,Tuesday,,,,
33:56.4,1001,20265923,20265866,4,1,1_4,33.1875,6.75,34.34375,13.3203125,1.6103516,5.0703125,5.253749,0.72998047,-1.5595703,1.7137827,1.2636719,5.1875,4.0195312,1.8496094,0.2800293,0.5600586,6.6712756,6.688079,1.6773071,0.2813246,0.99498147,0.022590961,0.37290877,0.96,0.41940355,0.3729106,0.40340608,0.96,0.82592195,3,,,,,,,,,,,,,FALSE,6/10/2025,33:46.4,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-10T05:33:46Z,1,4,pedestrian-car,8,Tuesday,,,,
59:38.4,1005,20283525,20283406,6,2,2_6,-20.140625,-17.921875,-15.578125,-13.078125,0.020004272,0.010002136,0.041035943,-5.6796875,-4.6601562,6.806833,0.31323242,3.828125,5.6484375,2.2109375,1.5400391,0.58984375,6.654196,7.3686404,2.4973145,0.8550116,0.8154858,0.079238966,0.978028,0.96,0.016190372,0.9780264,0.4217236,0.96,0.6341897,3,,,,,,,,,,,,,FALSE,6/10/2025,59:28.4,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-10T05:59:28Z,2,6,cyclist-van,8,Tuesday,,,,
04:49.1,1001,20287702,20287589,4,1,1_4,35.625,5.921875,36.375,9.5625,0.97021484,4.6484375,3.4551451,-0.5,1.2304688,1.2831371,1.3964844,1.8154297,4.4375,1.9296875,0.52001953,0.83984375,3.7170756,3.7207582,1.9317627,0.74958473,0.9980214,0.060055874,0.7527341,0.96,0.09200166,0.75273514,0.36126554,0.96,0.4114842,3,,,,,,,,,,,,,FALSE,6/10/2025,04:39.1,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-10T06:04:39Z,1,4,pedestrian-car,9,Tuesday,,,,
04:49.1,1001,20287702,20287652,4,1,1_4,35.625,5.921875,37.90625,9.2890625,0.97021484,4.6484375,3.4551451,-0.48999023,1.0703125,1.2208897,1.3964844,1.8261719,4.4375,1.9296875,0.25,0.52001953,4.067192,3.8646057,1.7843018,0.8398818,1.1075901,0.062126547,0.8820637,0.96,0.04557774,1.0669405,0.34400675,1.2,0.36257738,3,3.4551451,3.077145,0.37800002,1.8900001,2.3493857,0.3,3,0.9126198,0,2.2126317,1.2338328,moderate,TRUE,6/10/2025,04:39.1,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-10T06:04:39Z,1,4,pedestrian-car,9,Tuesday,,,,
21:42.8,1001,20307355,20307655,4,1,1_4,35.40625,5.859375,37.25,8.1796875,0.9501953,3.3105469,2.4704251,-0.77001953,1.6601562,1.8305414,1.4833984,1.9960938,4.1210938,1.8496094,0.44995117,0.60009766,2.9636571,2.3838892,1.755188,,,,0.40511414,1.2,0.1418142,0.40511456,0.43431264,1.2,0.28236905,2,2.4704251,2.2371209,0.23330426,2.7807865,3.8374321,0.6,6,0.83423656,3.93E-06,0.9448496,1.1747035,serious,TRUE,6/10/2025,21:32.8,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-10T06:21:32Z,1,4,pedestrian-car,9,Tuesday,,,,
28:36.5,1002,20316740,20318164,4,5,4_5,28.375,19.203125,31.703125,26.8125,0.2800293,3.2890625,3.0892606,-2.7304688,-3.6796875,3.7755425,1.4863281,4.0742188,4.2304688,1.9003906,0.52001953,0.6098633,8.30536,7.591217,1.8151855,0.03756911,1.1969999,0.002611801,0.8050602,1.2,0.14798301,0.80505913,0.4399636,1.2,0.91087073,3,,,,,,,,,,,,,FALSE,6/10/2025,28:26.5,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-10T06:28:26Z,4,5,car-escooter,9,Tuesday,,,,
29:43.5,1007,20318097,20320034,7,3,3_7,42.25,-22.625,31.875,-14.953125,-0.020004272,0.020004272,0.036084414,10.5390625,-8.9765625,14.759894,2.2597656,5.578125,7.0507812,2.5800781,1.7001953,0.8100586,12.903421,13.871989,3.0352783,0.8889444,0.8652314,0.079029575,0.99382097,0.96,0.008571537,0.99382055,0.41619542,0.96,1.1782568,3,,,,,,,,,,,,,FALSE,6/10/2025,29:33.5,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-10T06:29:33Z,3,7,motorcycle-truck,9,Tuesday,,,,
29:55.2,1007,20318097,20320379,7,3,3_7,42.09375,-22.40625,30.25,-12.3203125,-0.05999756,0.070007324,0.13721101,11.7890625,-11.15625,16.577383,2.2753906,5.5234375,7.0507812,2.5800781,1.7802734,0.7998047,15.556367,16.322655,3.0527344,0.8241354,0.9083113,0.07076422,0.8351578,0.96,0.26906618,0.8351565,0.4146342,0.96,1.3812104,3,,,,,,,,,,,,,FALSE,6/10/2025,29:45.2,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-10T06:29:45Z,3,7,motorcycle-truck,9,Tuesday,,,,
30:46.5,1004,20321523,20320459,4,1,1_4,-0.89990234,16.296875,2.5996094,9.578125,4.0703125,-4.6484375,6.2987,0.72021484,1.4101562,1.4894406,5.4804688,1.0986328,4.1796875,1.9199219,0.53515625,0.52978516,7.575499,6.9231286,1.7911377,0.18868643,1.1973405,0.013114424,0.7584532,1.2,0.16722596,0.7584531,0.3499612,1.2,0.66077083,3,,,,,,,,,,,,,FALSE,6/10/2025,30:36.5,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-10T06:30:36Z,1,4,pedestrian-car,9,Tuesday,,,,
30:58.4,1002,20321632,20321890,4,1,1_4,30.84375,31.296875,29.25,32.25,0.11999512,0.27001953,0.5750224,1.2900391,-1.3896484,1.7505418,1.2568359,5.4609375,4.4492188,1.8798828,0.40478516,0.2800293,1.85701,2.0306406,1.753479,0.7534066,0.8363006,0.06860528,0.7892806,0.72,0.042789534,0.794467,0.40215176,0.96,0.24998745,3,,,,,,,,,,,,,FALSE,6/10/2025,30:48.4,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-10T06:30:48Z,1,4,pedestrian-car,9,Tuesday,,,,
33:02.3,1006,20323539,20324185,4,1,1_4,20.359375,-14.7734375,26.59375,-20.3125,4.4882812,-6.75,1.8216686,-0.9902344,-0.9199219,1.3742571,5.2773438,3.9433594,4.390625,1.8798828,0.4248047,0.8901367,8.339583,8.000246,1.8963623,0.7501068,1.0866306,0.056320045,0.97671247,0.96,0.018630583,1.4961396,0.36234456,1.2,0.7905942,3,,,,,,,,,,,,,FALSE,6/10/2025,32:52.3,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-10T06:32:52Z,1,4,pedestrian-car,9,Tuesday,,,,
