10901854,zone,id_obj1,id_obj2,label_obj1,label_obj2,object_pair_labels,pos_x_obj1,pos_y_obj1,pos_x_obj2,pos_y_obj2,vel_x_obj1,vel_y_obj1,vel_obj1,vel_x_obj2,vel_y_obj2,vel_obj2,yaw_obj1,yaw_obj2,size_x_obj1,size_y_obj1,size_x_obj2,size_y_obj2,rel_dist,rel_vel,min_safe_dist,ttc_min_dist,ttc,ttc_severity_score,traj_min_dist,traj_time_horizon,traj_severity_score,env_min_dist,env_max_overlap_prob,env_time_horizon,env_severity_score,n_models,decel_initial_speed,decel_final_speed,decel_speed_change,decel_avg_deceleration,decel_max_deceleration,decel_observation_time,decel_num_frames_observed,decel_alignment,decel_intersection_distance,decel_lv_time_to_intersection,decel_hv_time_to_intersection,decel_severity,decel_model,date,ts_minus_10,replay_link,label1,label2,interaction_type,hour,day_of_week,interaction_type_2,is_real_near_miss,LiDAR_artifact,description
51:03.0,1005,13490143,13489770,4,3,3_4,-15.0703125,-15.8515625,-3.0898438,-8.65625,4.8789062,1.6503906,5.056838,-7.28125,-4.9882812,8.54902,0.3076172,4.6328125,4.1914062,1.9296875,1.3203125,0.8198242,13.975126,13.85429,2.0653076,0.5746836,1.01752,0.045377538,0.8775356,0.96,0.16966577,0.8775355,0.43360618,0.96,1.2259808,3,,,,,,,,,,,,,FALSE,6/4/2025,50:53.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T10:50:53Z,3,4,motorcycle-car,13,Wednesday,lateral-swerve,No,Yes,Motorcycle moving abnormaly
23:29.2,1002,13524305,13524323,6,3,3_6,29.015625,15.84375,29.484375,24.234375,-0.26000977,5.5703125,5.591009,-1.1699219,-2.2207031,2.377315,1.4335938,4.1757812,6.1992188,2.390625,1.7402344,0.7001953,8.403708,7.8439703,2.7575684,0.5077374,1.1478102,0.036512516,0.99710166,0.96,0.002273428,1.1433344,0.32079083,1.2,0.4575043,3,,,,,,,,,,,,,FALSE,6/4/2025,23:19.2,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T11:23:19Z,3,6,motorcycle-van,14,Wednesday,head-on,No,No,Motorcycle moving slowly to stop at signal and van coming towards it in another lane
33:29.5,1003,13534341,13534567,4,2,2_4,8.421875,16.453125,8.1015625,20.734375,-5.7695312,6.4804688,8.739283,-4.4609375,4.390625,5.758798,2.2910156,2.3007812,4.140625,1.9296875,1.5898438,0.6699219,4.2932158,2.465738,2.0825195,,,,,,,,,,,0,8.739283,8.702823,0.036459923,4.5565796,4.5565796,0.3,3,0.7987745,2.78E-05,6.324989,4.9459276,serious,TRUE,6/4/2025,33:19.5,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T11:33:19Z,2,4,cyclist-car,14,Wednesday,rear-end,No,No,Car behind bicycle but both moving in separate lanes at safe distance
08:50.0,1002,13565120,13564805,6,1,1_6,29.875,29.921875,27.09375,26.71875,-1.0498047,-2.0703125,1.8798823,1.2597656,1.1103516,1.6903598,4.2539062,1.3603516,5.1210938,2.2109375,0.5,0.52978516,4.242094,3.9307427,2.090454,0.36847606,1.1646926,0.026189895,0.5835862,0.96,0.16368155,0.58358616,0.37388954,0.96,0.449897,3,1.8798823,1.8331481,0.046734214,0.46734214,0.46734214,0.2,2,0.9672747,0,1.6606405,0.65653414,low,TRUE,6/4/2025,08:40.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T12:08:39Z,1,6,pedestrian-van,15,Wednesday,NA,No,Yes,Pedestrian disappears
17:06.5,1006,13573090,13573351,4,1,1_4,22.125,-16.9375,22.90625,-21.25,3.109375,-3.5,5.1525106,0.77001953,-0.18005371,0.6420143,5.4609375,6.0546875,4.25,1.9404297,0.45996094,0.6801758,4.3826942,4.061358,1.8326416,,,,,,,,,,,0,5.1525106,4.833126,0.31938457,3.1938457,3.1938457,0.2,2,0.8422609,0,4.9994082,1.4893322,serious,TRUE,6/4/2025,16:56.5,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T12:16:56Z,1,4,pedestrian-car,15,Wednesday,crossing,No,No,Pedestrian waiting the car to pass and crosses the road
25:36.8,1005,13580921,13579834,4,1,1_4,-3.3398438,-11.65625,-1.7597656,-7.109375,6,1.7695312,6.431166,0.049987793,-0.41992188,0.6019954,0.32543945,5.6132812,4.078125,1.9003906,0.58984375,0.5498047,4.813597,6.3400593,1.779541,,,,,,,,,,,0,6.431166,5.4841657,0.9470005,4.7667217,6.6042924,0.4,4,0.61303234,0,9.388566,0.3415653,critical,TRUE,6/4/2025,25:26.8,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T12:25:26Z,1,4,pedestrian-car,15,Wednesday,crossing,No,No,Car and pedestrian safely cross eachother
30:40.3,1002,13587073,13586689,4,3,3_4,28.78125,16.296875,28.53125,23.296875,-0.39990234,6.9296875,7.0100985,0,-0.010002136,0.01657238,1.40625,4.1289062,4.4101562,1.9697266,2.1308594,0.89990234,7.0044627,6.9512024,2.3526611,0.15313049,1.0153828,0.012110535,0.36346376,0.96,0.4424692,0.36346373,0.3994576,0.96,0.5666756,3,,,,,,,,,,,,,FALSE,6/4/2025,30:30.3,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T12:30:30Z,3,4,motorcycle-car,15,Wednesday,stationary conflict,No,No,Turning car vs Stopped motorcycle at signal -  different lanes
32:17.8,1002,13643922,13643958,4,1,1_4,27.09375,14.640625,31.234375,17.375,-0.14001465,3.4296875,3.4722338,-0.97998047,0.72021484,1.0100408,1.4072266,1.7685547,4.3710938,2,0.35009766,0.54003906,4.9620137,2.8366854,1.8153076,,,,,,,,,,,0,3.4722338,0.053599443,3.4186344,2.2790897,3.024261,1.6,16,0.6795915,1.91E-06,4.4733343,1.7366413,serious,TRUE,6/4/2025,32:07.8,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T13:32:07Z,1,4,pedestrian-car,16,Wednesday,crossing,No,No,Car stops while turning to let the pedestrian pass
35:28.7,1002,13647743,13646849,4,3,3_4,29.203125,15.3515625,28.53125,23.21875,-0.22998047,7.4296875,7.3215604,0,-0.010002136,0.013776752,1.4482422,4.15625,4.859375,2.1191406,2.0097656,0.7597656,7.8958254,7.4432435,2.4370117,0.42847842,1.1253059,0.031301208,0.8539523,0.96,0.108706884,1.1319333,0.34767044,1.2,0.4705083,3,,,,,,,,,,,,,FALSE,6/4/2025,35:18.7,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T13:35:18Z,3,4,motorcycle-car,16,Wednesday,stationary conflict,No,No,Turning car vs Stopped motorcycle at signal -  different lanes
54:07.4,1003,13667413,13666983,4,1,1_4,17.765625,13.40625,15.1796875,17.515625,-4.6992188,0.7597656,5.6867723,-0.5,-0.2199707,0.3622082,2.8925781,4.1054688,3.9296875,1.8603516,0.5600586,0.6201172,4.85531,4.3119974,1.7425537,,,,,,,,,,,0,5.6867723,2.3831136,3.3036587,3.3036587,3.4447532,1.1,11,0.72475857,0,12.271133,1.8559476,serious,TRUE,6/4/2025,53:57.4,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T13:53:57Z,1,4,pedestrian-car,16,Wednesday,crossing,Yes,No,Turning car had to stop let the pedestrian pass
21:58.7,1002,13696314,13695482,4,3,3_4,28.4375,15.296875,27.734375,22.40625,-0.27001953,7.2304688,6.9479384,-0.020004272,-0.020004272,0.02597191,1.4335938,3.9707031,4.390625,2.0195312,1.4296875,0.72021484,7.14406,7.254782,2.1400146,0.4576985,0.96970904,0.037464954,0.48646545,0.96,0.37255815,0.48646542,0.33041453,0.96,0.4892011,3,,,,,,,,,,,,,FALSE,6/4/2025,21:48.7,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T14:21:48Z,3,4,motorcycle-car,17,Wednesday,stationary conflict,No,No,Turning car vs Stopped motorcycle at signal -  different lanes
22:02.4,1002,13696381,13695482,4,3,3_4,28.703125,15.1484375,27.671875,22.3125,-0.42993164,6.6796875,6.779271,-0.020004272,-0.020004272,0.056122456,1.453125,3.9453125,4.4609375,1.9697266,1.4296875,0.72021484,7.237905,6.7122207,2.1451416,0.5918033,1.1627685,0.04211907,0.97110003,0.96,0.019398296,1.0283504,0.29263777,1.2,0.35713622,3,,,,,,,,,,,,,FALSE,6/4/2025,21:52.4,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T14:21:52Z,3,4,motorcycle-car,17,Wednesday,stationary conflict,No,No,Turning car vs Stopped motorcycle at signal -  different lanes
46:14.4,1005,13719946,13721280,6,3,3_6,0.9301758,-6.859375,-4.3984375,-12.0625,-5.3789062,-4.4296875,6.7490287,0.020004272,0,0.023040622,3.7363281,0.22583008,5.3046875,2.2792969,2.0742188,0.77001953,7.4475923,6.983578,2.6070557,0.6425247,1.1373019,0.046544965,0.9617196,0.96,0.026733454,0.9617191,0.33681104,0.96,0.48002985,3,,,,,,,,,,,,,FALSE,6/4/2025,46:04.4,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T14:46:04Z,3,6,motorcycle-van,17,Wednesday,stationary conflict,No ,No,Turning van vs Stopped motorcycle at signal - different lanes
46:22.8,1005,13720740,13721280,4,3,3_4,1.5703125,-6.4882812,-4.3984375,-12.0078125,-6.8085938,-4.9492188,8.1135025,0,0,0.03459065,3.6972656,0.21594238,4.6992188,2.0800781,2.0742188,0.77001953,8.129649,8.417346,2.4058838,0.9551201,0.9328102,0.08044254,0.9551504,0.96,0.03775144,0.9551508,0.33495054,0.96,0.57538664,3,,,,,,,,,,,,,FALSE,6/4/2025,46:12.8,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T14:46:12Z,3,4,motorcycle-car,17,Wednesday,stationary conflict,No ,No,Turning car vs Stopped motorcycle at signal -  different lanes
00:50.1,1003,13738763,13739425,6,5,5_6,6.5,19.140625,12.390625,16.828125,-0.020004272,0.020004272,0.020610167,-6.5703125,2.0800781,5.9175353,2.3320312,2.4960938,5.7109375,2.3300781,0.54003906,0.6699219,6.3282795,6.8666177,2.3127441,0.4387103,0.8493477,0.03951677,0.5198583,0.96,0.32969493,0.5198571,0.40425166,0.96,0.8497475,3,,,,,,,,,,,,,FALSE,6/4/2025,00:40.1,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T15:00:40Z,5,6,escooter-van,18,Wednesday,stationary conflict,No ,No,Turning escooter vs Stopped van - different lanes
21:30.2,1003,13761777,13761329,4,2,2_4,10.390625,14.7109375,9.34375,19.5625,-6.7304688,7.1601562,9.914564,-3.8691406,3.4492188,5.2577043,2.3320312,2.3769531,4.5390625,2.0195312,1.7197266,0.60009766,4.9632254,4.6859636,2.2196045,2.1333978,1.121838,0.15622938,,,,,,,,1,9.914564,9.797937,0.11662674,3.7079716,4.163561,0.5,5,0.85319674,3.84E-05,5.6045365,3.3774219,serious,TRUE,6/4/2025,21:20.2,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T15:21:20Z,2,4,cyclist-car,18,Wednesday,lateral-swerve,No ,No,Car and bicycle move laterally at a safe distance
48:37.4,1001,13795032,13795054,4,1,1_4,35.46875,6.078125,38,9.3125,-0.099975586,2.1992188,1.805365,-0.7998047,1.25,1.51659,0.78515625,1.9423828,4.4296875,1.9404297,0.3798828,0.6201172,4.1071167,1.1793121,1.8425293,,,,,,,,,,,0,1.805365,0.98198426,0.8233807,6.9056215,9.663822,0.5,5,0.9926166,0,3.6047835,3.5195928,critical,TRUE,6/4/2025,48:27.4,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T15:48:27Z,1,4,pedestrian-car,18,Wednesday,NA,No ,Yes,Sudden change in YAW of stationary car
54:31.3,1003,13801646,13802154,4,2,2_4,11.3828125,13.0078125,12.0625,16.296875,-5.828125,6.7304688,8.24076,-3.7402344,3.7597656,5.203173,2.2695312,2.2617188,4.2304688,2.0097656,1.5400391,0.75,3.3585572,3.631028,2.1325684,,,,,,,,,,,0,8.24076,8.23638,0.004380226,4.84869,4.84869,0.3,3,0.6196362,1.99E-05,7.2808247,4.55589,serious,TRUE,6/4/2025,54:21.3,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T15:54:21Z,2,4,cyclist-car,18,Wednesday,lateral-swerve,No ,No,Car and bicycle move laterally at a safe distance
57:09.1,1005,13804590,13804937,4,1,1_4,-3.8808594,-11.4375,-1.7802734,-7.1289062,5.3398438,1.8203125,5.91847,0.36010742,-1.4501953,1.4322894,0.36157227,5.1015625,3.9804688,1.8447266,0.3798828,0.5600586,4.7933745,5.9576836,1.6912842,,,,,,,,,,,0,5.91847,5.092474,0.8259959,2.7533197,3.0770016,0.4,4,0.72786105,5.96E-08,2.283933,0.5474031,serious,TRUE,6/4/2025,56:59.1,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T15:56:59Z,1,4,pedestrian-car,18,Wednesday,crossing,Yes,No,High speed car almost smashes into crossing pedestrian
15:31.5,1002,13825754,13825287,4,1,1_4,28.40625,14.2265625,29.6875,19.03125,-0.3400879,1.9804688,1.4051349,-1.4501953,0.7597656,1.719059,1.5595703,3.0996094,3.9296875,1.8798828,0.52001953,0.6098633,4.972587,1.6499863,1.7348633,,,,,,,,,,,0,1.4051349,1.0888556,0.3162793,3.162793,3.162793,0.2,2,0.9690665,1.91E-06,1.5960227,3.0383167,serious,TRUE,6/4/2025,15:21.5,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T16:15:21Z,1,4,pedestrian-car,19,Wednesday,crossing,No ,No,Car stops while turning to let the pedestrian pass
23:33.2,1001,13834342,13835817,4,1,1_4,35.125,4.859375,40.0625,5.609375,1.9697266,0.85009766,1.2541257,-0.44995117,0.95996094,0.89942145,0.5048828,2.0488281,4.7109375,2.0390625,0.5498047,0.6098633,4.9941373,2.4221704,1.977417,,,,,,,2.2168317,0.29554066,1.2,0.19523178,1,1.2541257,0.5359701,0.7181556,2.393852,3.2885706,0.4,4,0.93794626,3.81E-06,1.1964928,2.2333746,serious,TRUE,6/4/2025,23:23.2,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T16:23:23Z,1,4,pedestrian-car,19,Wednesday,crossing,Yes,No,Hard breaking of the car observed to avoid collision with crossing pedestrian
35:28.2,1002,13848246,13847494,4,5,4_5,28.859375,14.4609375,28.1875,21.234375,-0.02999878,6.4414062,5.96682,0.010002136,0.020004272,0.01143663,1.3642578,1.1748047,4.4882812,2,0.6699219,0.6801758,6.8066783,6.4215264,1.9595947,0.62966704,1.123554,0.046055105,0.87865716,0.96,0.07792061,0.8786566,0.31776923,0.96,0.6246623,3,,,,,,,,,,,,,FALSE,6/4/2025,35:18.2,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T16:35:18Z,4,5,car-escooter,19,Wednesday,stationary conflict,No ,No,Turning car vs Stopped escooter at signal - different lanes
35:31.5,1002,13848337,13847494,4,5,4_5,29.234375,14.2265625,28.203125,21.1875,-0.9902344,7.71875,7.8900156,0.010002136,0,0.03325277,1.5693359,6.1210938,3.9804688,1.8798828,0.6699219,0.6801758,7.036912,7.783288,1.8026123,0.12813453,0.8174063,0.011855582,0.45464423,0.96,0.4244661,1.4374994,0.33521515,0.72,0.91014284,3,,,,,,,,,,,,,FALSE,6/4/2025,35:21.5,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T16:35:21Z,4,5,car-escooter,19,Wednesday,stationary conflict,No ,No,Turning car vs Stopped escooter at signal - different lanes
51:49.6,1002,13862560,13862456,6,3,3_6,29.515625,17.78125,30.109375,26.0625,0.9199219,8,8.040753,0.010002136,0.010002136,0.005155271,1.3125,1.1904297,5.1992188,2.1992188,1.7304688,0.7597656,8.302508,8.041643,2.472168,0.3470962,1.0659308,0.02645193,0.67187285,0.96,0.26386815,0.6718725,0.34660023,0.96,0.5688236,3,,,,,,,,,,,,,FALSE,6/4/2025,51:39.6,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T16:51:39Z,3,6,motorcycle-van,19,Wednesday,stationary conflict,No ,No,Turning van vs Stopped motorcycle at signal - different lanes
53:49.9,1002,13864353,13863846,4,5,4_5,26.96875,22.453125,22.59375,20.546875,-4.75,-9.4296875,11.89119,0.1899414,-0.020004272,0.21450555,4.2539062,5.5390625,4.3007812,1.9404297,0.47998047,0.5698242,4.7722545,10.627566,1.8227539,,,,,,,,,,,0,11.89119,11.304909,0.5862808,2.931404,3.8781834,0.3,3,0.7639377,0,17.072292,0.23837148,serious,TRUE,6/4/2025,53:39.9,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T16:53:39Z,4,5,car-escooter,19,Wednesday,crossing,No ,No,Car and escooter cross safely
07:36.1,1005,13876758,13877532,4,1,1_4,-4.1601562,-11.6875,-2.9003906,-7,4.671875,1.5898438,4.8452334,0.1899414,-0.7001953,0.53501374,0.38964844,5.1601562,4,1.8798828,0.38989258,0.5698242,4.85383,5.0330915,1.7098999,,,,,,,,,,,0,4.8452334,3.8316216,1.0136118,2.5340295,3.7626874,0.5,5,0.6069322,0,5.568278,0.49603468,serious,TRUE,6/4/2025,07:26.1,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T17:07:26Z,1,4,pedestrian-car,20,Wednesday,crossing,Yes,No,Hard breaking of the car observed to avoid collision with crossing pedestrian
30:56.6,1002,13897223,13897757,4,3,3_4,29.546875,17.234375,28.34375,22.375,-0.8701172,4.921875,5.0331354,-0.010002136,-0.020004272,0.045909055,1.4580078,4.1132812,4.171875,1.9501953,1.7148438,0.71484375,5.279539,5.0161705,2.1379395,0.3038475,1.1077645,0.022473002,0.54734933,0.96,0.22705731,0.5473498,0.3791281,0.96,0.38811657,3,,,,,,,,,,,,,FALSE,6/4/2025,30:46.6,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T17:30:46Z,3,4,motorcycle-car,20,Wednesday,stationary conflict,No ,No,Turning car vs Stopped motorcycle at signal -  different lanes
31:00.7,1002,13897654,13897757,4,3,3_4,28.953125,16.1875,28.296875,22.390625,0.3100586,6.140625,5.696037,0.010002136,0.020004272,0.09480375,1.2988281,1.0078125,4.0195312,1.9003906,1.7148438,0.71484375,6.237742,6.127971,2.0874023,0.95919716,1.036147,0.074704155,0.9994272,0.96,0.000351,0.9994279,0.33479664,0.96,0.41869882,3,,,,,,,,,,,,,FALSE,6/4/2025,30:50.7,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T17:30:50Z,3,4,motorcycle-car,20,Wednesday,stationary conflict,No ,No,Turning car vs Stopped motorcycle at signal -  different lanes
17:08.5,1001,13929170,13929290,4,3,3_4,38.0625,7.3085938,42.09375,12.6015625,2.359375,4.0507812,4.5773306,-2.0898438,-0.7402344,2.4518979,0.6557617,3.5761719,4.328125,1.9501953,1.8203125,0.9501953,6.653307,6.538301,2.262207,0.64784306,1.0354886,0.050479706,0.733943,0.96,0.1739561,0.73394245,0.43196514,0.96,0.57639146,3,,,,,,,,,,,,,FALSE,6/4/2025,16:58.5,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T18:16:58Z,3,4,motorcycle-car,21,Wednesday,head-on,No ,No,Turning car vs Stopping motorcycle at signal -  different lanes
15:46.9,1007,13959052,13959034,4,5,4_5,47.125,-23.234375,46.5625,-18.5,-4.75,5.7695312,7.967638,-3.0996094,2.7597656,4.4663506,2.2539062,2.8789062,4.3085938,1.9697266,0.6401367,0.70996094,4.767674,3.4325614,1.9071045,,,,,,,,,,,0,7.967638,2.668936,5.2987022,4.817002,3.556571,1.2,12,0.8446675,1.03E-05,4.030428,2.7484732,serious,TRUE,6/4/2025,15:36.9,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T19:15:36Z,4,5,car-escooter,22,Wednesday,rear-end,Yes,No,Car turning right had to decelerate to let the escooter infornt of it turn left
23:40.3,1001,13962348,13962207,4,2,2_4,42.875,12.46875,38.1875,14.1171875,-2.3808594,-0.8100586,1.9139624,-0.010002136,-0.13000488,0.06738192,3.4433594,3.5117188,4.859375,2.1503906,0.72021484,0.6401367,4.9689035,2.4664624,2.0925293,,,,,,,,,,,0,1.9139624,1.1560189,0.7579435,1.6218729,3.287766,0.7,7,0.8021402,0,25.618147,2.0764503,serious,TRUE,6/4/2025,23:30.3,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T19:23:30Z,2,4,cyclist-car,22,Wednesday,stationary conflict,No ,No,Car stops behind stopped bicycle at the signal
29:21.8,1002,13991588,13991559,4,3,3_4,30.34375,21.09375,32.40625,32.40625,1.7900391,9.859375,9.683249,-0.19995117,-1.0097656,0.60567605,1.2851562,4.4296875,3.9335938,1.8603516,1.3603516,0.77978516,11.4989805,11.0498085,1.9835205,0.0078125,1.0829519,0.000588131,0.89120185,0.96,0.12021985,0.8912014,0.402957,0.96,0.9086934,3,,,,,,,,,,,,,FALSE,6/4/2025,29:11.8,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T20:29:11Z,3,4,motorcycle-car,23,Wednesday,stationary conflict,No ,No,Turning car vs Stopped motorcycle at signal -  different lanes
54:21.5,1002,14079048,14078463,6,1,1_6,27.3125,25.34375,25.625,26.046875,-0.26000977,-0.5498047,0.12545644,1.7304688,-0.30004883,1.5974752,4.2304688,5.7460938,5.2695312,2.359375,0.5,0.6899414,1.828125,2.0060863,2.204712,0.9077466,0.83044815,0.08306685,0.91885585,0.72,0.016278222,0.96898437,0.35375205,0.96,0.21724199,3,,,,,,,,,,,,,FALSE,6/5/2025,54:11.5,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T03:54:11Z,1,6,pedestrian-van,6,Thursday,stationary conflict,No ,No,(Boarding case) Pedestrian boarding stopped van
23:16.3,1006,14093743,14093277,7,5,5_7,22.953125,-18.59375,22.453125,-19.984375,1.2001953,-1.3496094,0.8258721,0.52978516,0.60009766,1.0070573,5.4335938,0.8457031,7.0390625,2.4101562,0.4699707,0.5698242,1.4777814,2.0617485,2.6222534,0.9250122,0.5137466,0.115794174,0.93923473,0.48,0.012528271,1.6131797,0.2562822,1.2,0.14410622,3,,,,,,,,,,,,,FALSE,6/5/2025,23:06.3,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T04:23:06Z,5,7,escooter-truck,7,Thursday,stationary conflict,No ,No,(Boarding case) Escooter (likely a pedestrian) boarding stopped truck (likely a bus)
54:55.7,1002,14164281,14163584,4,3,3_4,28.671875,14.2421875,28.125,21.703125,-0.010002136,7.1484375,7.087645,-0.010002136,-0.020004272,0.029152121,1.4404297,4.1484375,4.2304688,1.9697266,1.8496094,0.8300781,7.480953,7.168442,2.2199707,0.5468785,1.0890914,0.04098891,0.79660755,0.96,0.1458007,0.79660875,0.38989705,0.96,0.5703988,3,,,,,,,,,,,,,FALSE,6/5/2025,54:45.7,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T05:54:45Z,3,4,motorcycle-car,8,Thursday,stationary conflict,No ,No,Turning car vs Stopped motorcycle at signal -  different lanes
02:29.4,1004,14172516,14172195,4,1,1_4,-2.0507812,8.421875,-2.2109375,4.2109375,6.3398438,-6.5390625,9.2271185,0.23999023,0.1899414,0.41756108,5.4609375,0.31030273,4.21875,1.9296875,0.47998047,0.6401367,4.213982,9.082274,1.8171387,,,,,,,,,,,0,9.2271185,9.241722,-0.014603615,4.555874,4.555874,0.4,4,0.70628226,0,10.003194,0.35340187,serious,TRUE,6/5/2025,02:19.4,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T06:02:19Z,1,4,pedestrian-car,9,Thursday,crossing,Yes,No,Speeding car vs crossing pedestrian
02:29.5,1004,14172516,14172024,4,1,1_4,-1.2900391,7.6484375,-1.5703125,3.4707031,6.9296875,-6.9609375,9.5526905,0.26000977,0.070007324,0.33457953,5.4726562,0.3864746,4.21875,1.9296875,0.5,0.72021484,4.187125,9.691171,1.8421631,,,,,,,,,,,0,9.5526905,9.241722,0.3109684,4.555874,4.555874,0.3,3,0.6768994,2.38E-07,13.464408,0.46475458,serious,TRUE,6/5/2025,02:19.5,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T06:02:19Z,1,4,pedestrian-car,9,Thursday,crossing,No,No,Pedestrian Crossing at a safe distance from oncoming car -  no risk
11:19.3,1007,14185475,14185367,4,3,3_4,46.71875,-16.265625,43.28125,-14.953125,-3.25,5.4609375,6.5194645,-1.0898438,2.2792969,3.6099145,2.0957031,5.1484375,4.046875,1.8701172,1.2304688,0.6699219,3.6795466,3.8456614,1.9543457,,,,,,,,,,,0,6.5194645,2.5913258,3.9281387,4.3645988,4.4563246,1,10,0.7768462,2.05E-05,9.962162,4.3983665,serious,TRUE,6/5/2025,11:09.3,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T06:11:09Z,3,4,motorcycle-car,9,Thursday,rear-end,Yes,No,Car had to decelerate behind the motorcycle to let it turn first
12:58.0,1001,14187412,14187481,4,1,1_4,32.0625,5.4101562,39.4375,6.5507812,6.71875,1.3203125,7.3018613,-0.3798828,0.9501953,1.0629269,0.17443848,1.7802734,4.0507812,1.8603516,0.45996094,0.52001953,7.4626837,7.108275,1.7227783,0.75507164,1.1022031,0.056066897,0.96471024,0.96,0.02508494,0.9647091,0.338,0.96,0.7354889,3,,,,,,,,,,,,,FALSE,6/5/2025,12:48.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T06:12:47Z,1,4,pedestrian-car,9,Thursday,crossing,Yes,No,Hard breaking of the car observed
14:00.3,1001,14188582,14189162,4,1,1_4,34.125,2.75,38.34375,5.4296875,0.3798828,1.5400391,1.05987,-0.64990234,1.1601562,1.3606817,1.5175781,2.15625,4.1210938,1.8896484,0.35498047,0.6298828,4.997857,1.0976194,1.7489014,,,,,,,,,,,0,1.05987,0.6966581,0.36321193,3.6321192,3.6321192,0.2,2,0.58030915,0,3.8006923,4.603185,serious,TRUE,6/5/2025,13:50.3,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T06:13:50Z,1,4,pedestrian-car,9,Thursday,crossing,No,No,Car moving slowly - no risk
17:31.4,1001,14192923,14194367,4,1,1_4,35.375,4.96875,39.625,5.21875,0.3701172,1.2998047,1.5081156,-0.6201172,1.0800781,0.9621293,0.7397461,3.0546875,4.3984375,1.9804688,0.7597656,0.8300781,4.2573466,1.0143194,1.9921875,,,,,,,,,,,0,1.5081156,0.2549828,1.2531328,6.265664,7.825906,0.3,3,0.77694964,0,4.5046444,3.9354901,critical,TRUE,6/5/2025,17:21.4,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T06:17:21Z,1,4,pedestrian-car,9,Thursday,crossing,No,No,Car moving slowly - no risk
22:39.2,1005,14201466,14202576,7,1,1_7,-11.59375,-14.0703125,-10.640625,-9.5078125,3.7792969,1.3203125,3.8570173,0.099975586,-0.6801758,0.5071174,0.33569336,5.3242188,7.3203125,2.7695312,0.36010742,0.5097656,4.6609926,4.1880016,2.7399292,,,,,,,,,,,0,3.8570173,2.0075102,1.8495071,18.495071,18.495071,0.2,2,0.5155383,9.54E-07,5.9145665,0.4086573,critical,TRUE,6/5/2025,22:29.2,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T06:22:29Z,1,7,pedestrian-truck,9,Thursday,NA,No,No,Truck is stationary
22:42.6,1005,14201749,14202783,6,1,1_6,-0.23999023,-7.1914062,-3.109375,-8.03125,-3.7695312,-2.4902344,4.9137278,0.25,-0.52978516,1.0135504,3.640625,5.671875,5.7695312,2.3808594,0.64990234,0.58984375,2.9897668,4.472135,2.3475342,0.5030046,0.4469355,0.06851463,0.5722121,0.72,0.19131254,0.94543886,0.26265183,0.48,0.47619507,3,,,,,,,,,,,,,FALSE,6/5/2025,22:32.6,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T06:22:32Z,1,6,pedestrian-van,9,Thursday,crossing,No,Yes,Not a real nearmiss because a lot of lidar sensor error due to blockage of sensors view
