timestamp,id1,id2,interaction,dist,TTC,composite_risk,closing_speed,speed_diff,yaw_diff,link
2025-06-01 00:07:50.832639933,10287921,10288098,car_v_car,3.7817664,0.914998,0.969074496007987,4.133087,3.848074,2.461928,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T00:07:40Z
2025-06-01 00:07:50.941036940,10287921,10288098,car_v_car,3.3130896,0.7627579,0.9897295579580346,4.3435664,3.9445896,5.371479,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T00:07:40Z
2025-06-01 00:07:51.038043976,10287921,10288098,car_v_car,2.912292,0.64265496,0.9934683206056283,4.531657,4.047575,6.2667255,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T00:07:41Z
2025-06-01 03:38:30.955446959,10357605,10357619,van_v_van,7.0126143,14.897419,0.6267266197000387,0.4707268,3.6633396,1.3428698,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:20Z
2025-06-01 03:38:31.147495985,10357605,10357619,van_v_van,6.8978314,7.810829,0.7370524878326719,0.8831113,2.0831242,2.2381163,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:21Z
2025-06-01 03:38:31.247828960,10357605,10357619,van_v_van,6.7413864,4.986419,0.8773013442215466,1.3519495,1.353178,2.6857395,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:21Z
2025-06-01 03:38:31.354372978,10357605,10357619,van_v_van,6.6963286,4.826446,0.8870887525416676,1.3874243,1.3491793,1.1190581,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:21Z
2025-06-01 03:38:31.462419987,10357605,10357619,van_v_van,6.7112784,7.1974635,0.7956981206262173,0.9324505,1.1748333,0.6714349,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:21Z
2025-06-01 03:38:31.553164959,10357605,10357619,van_v_van,6.541671,5.9694343,0.6714353408664616,1.0958611,0.81532,0.6714349,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:21Z
2025-06-01 03:38:31.655589104,10357605,10357619,van_v_van,6.763478,11.40067,0.6465147096753519,0.59325266,0.97859097,0.6714349,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:21Z
2025-06-01 03:38:31.748913050,10357605,10357619,van_v_van,6.783806,26.408606,0.641601647872931,0.2568786,0.77585316,0.22381163,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:21Z
2025-06-01 03:38:31.847995043,10357605,10357619,van_v_van,6.6185293,36.705364,0.658718445752199,0.18031505,0.582098,0.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:21Z
2025-06-01 03:38:31.945188046,10357605,10357619,van_v_van,6.397574,17.301271,0.6797509750182721,0.3697748,0.34761238,0.22381163,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:21Z
2025-06-01 03:38:32.053095102,10357605,10357619,van_v_van,6.4417653,15.870493,0.6667475586988154,0.40589574,0.57122326,0.44762325,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:22Z
2025-06-01 03:38:32.151858091,10357605,10357619,van_v_van,6.386211,27.67905,0.6674292654204356,0.23072362,0.56775093,0.44762325,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:22Z
2025-06-01 03:38:32.248174906,10357605,10357619,van_v_van,6.5076766,61.343826,0.6525458477823736,0.10608527,0.48996353,0.22381163,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:22Z
2025-06-01 03:38:32.357676983,10357605,10357619,van_v_van,6.547495,80.5663,0.6608690869428349,0.08126841,0.39513493,0.44762325,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:22Z
2025-06-01 03:38:32.459285975,10357605,10357619,van_v_van,6.5471034,39.665245,0.6676342155952902,0.16505894,0.3348074,1.790493,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:22Z
2025-06-01 03:38:32.955943108,10357605,10357619,van_v_van,6.419289,16.114664,0.7059329904140723,0.3983508,0.18987846,2.2381163,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:22Z
2025-06-01 03:38:33.161983013,10357605,10357619,van_v_van,6.6157117,57.757565,0.6674181362115491,0.114542775,0.10461235,1.790493,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:23Z
2025-06-01 03:38:33.749829054,10357605,10357619,van_v_van,6.5358987,37.76918,0.6647358430828469,0.17304847,0.0054359436,1.5666814,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:23Z
2025-06-01 03:38:33.848146915,10357605,10357619,van_v_van,6.597123,35.42652,0.6590662200174728,0.1862199,0.039471626,2.6857395,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:23Z
2025-06-01 03:38:34.048146963,10357605,10357619,van_v_van,6.6078143,284.78424,0.6528242569664424,0.02320288,0.021980286,5.1476674,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:24Z
2025-06-01 03:38:34.148878098,10357605,10357619,van_v_van,6.15395,6.327701,0.7164806501417439,0.9725412,0.23481178,5.5952907,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:24Z
2025-06-01 03:38:34.247997999,10357605,10357619,van_v_van,6.2723217,18.952913,0.7031394653718769,0.33094236,0.15830898,5.8191023,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:24Z
2025-06-01 03:38:34.345971107,10357605,10357619,van_v_van,6.167442,inf,0.7112873155777967,0.0041737077,0.27677822,6.714349,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:24Z
2025-06-01 03:38:34.452733040,10357605,10357619,van_v_van,6.208968,26.754105,0.7061228362607656,0.23207535,0.22526741,7.161972,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:24Z
2025-06-01 03:38:34.549804926,10357605,10357619,van_v_van,6.3040395,49.008305,0.6889572110678357,0.12863207,0.08834934,4.252421,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:24Z
2025-06-01 03:38:34.658021927,10357605,10357619,van_v_van,6.6824155,114.91298,0.6411927326447208,0.058151964,0.08068752,4.700044,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:24Z
2025-06-01 03:38:34.744908094,10357605,10357619,van_v_van,6.6341424,32.280872,0.6452033718334034,0.20551312,0.027139664,4.923856,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:24Z
2025-06-01 03:38:39.261840105,10357605,10357619,van_v_van,6.1383185,inf,0.7709917392753015,0.0082579125,0.24691296,1.4967402,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:29Z
2025-06-01 03:38:39.853729010,10357605,10357619,van_v_van,6.317183,108.8316,0.7403567963868729,0.058045488,0.013671875,2.2101398,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:29Z
2025-06-01 03:38:39.956010103,10357605,10357619,van_v_van,6.2553883,35.208084,0.7401355597491903,0.1776691,0.06943321,3.385151,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:29Z
2025-06-01 03:38:40.057069063,10357605,10357619,van_v_van,6.238197,50.238155,0.7436205444889346,0.12417249,0.23182964,2.8815746,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:30Z
2025-06-01 03:38:40.158201933,10357605,10357619,van_v_van,6.016056,16.04657,0.7691112527470244,0.37491226,0.25261974,1.5526931,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:30Z
2025-06-01 03:38:40.249253035,10357605,10357619,van_v_van,5.745588,19.58485,0.7987905885946325,0.293369,0.17412567,3.0074687,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:30Z
2025-06-01 03:38:40.357312918,10357605,10357619,van_v_van,5.7891045,33.19212,0.8006864556649991,0.17441201,0.3664856,4.560162,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:30Z
2025-06-01 03:38:40.457837105,10357605,10357619,van_v_van,5.5391507,12.039421,0.8193990790496376,0.46008447,0.54124355,5.259573,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:30Z
2025-06-01 03:38:40.550168037,10357605,10357619,van_v_van,5.321339,112.963234,0.8535406121787833,0.047106825,0.6322813,3.7628329,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:30Z
2025-06-01 03:38:40.752624989,10357605,10357619,van_v_van,5.4206815,50.26352,0.8395911135164237,0.10784525,0.5604038,0.9511994,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:30Z
2025-06-01 03:38:40.854387045,10357605,10357619,van_v_van,5.59118,10.199891,0.8084959626888597,0.54816073,0.3575306,0.75536424,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:30Z
2025-06-01 03:38:40.943978071,10357605,10357619,van_v_van,5.3135166,7.714181,0.8919034559234978,0.68879855,0.554595,0.6574466,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:30Z
2025-06-01 03:38:41.040812016,10357605,10357619,van_v_van,5.576965,5.9539185,0.8293445308104057,0.9366882,0.45715427,1.4128109,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:31Z
2025-06-01 03:38:41.141210079,10357605,10357619,van_v_van,5.949823,52.37021,0.7788890169273128,0.113610834,0.25872612,2.4759161,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:31Z
2025-06-01 03:38:41.251512051,10357605,10357619,van_v_van,6.00732,9.276039,0.8154621882007866,0.6476169,0.3203478,2.3220456,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:31Z
2025-06-01 03:38:41.843935013,10357605,10357619,van_v_van,5.870032,95.28236,0.8091999921739047,0.0616067,0.02868843,1.8884106,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:31Z
2025-06-01 03:38:41.947546959,10357605,10357619,van_v_van,5.533655,11.906118,0.833855603699653,0.46477407,0.19935703,2.154187,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:38:31Z
2025-06-01 03:53:39.257558106,10362698,10362702,van_v_car,5.717042,36.06816,0.6607293353370418,0.15850662,1.3642049,2.6857395,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:53:29Z
2025-06-01 03:53:39.673877954,10362698,10362702,van_v_car,5.7161026,152.25484,0.6423096436668605,0.037542995,0.8384104,2.9095511,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:53:29Z
2025-06-01 03:53:39.766273975,10362698,10362702,van_v_car,5.7592487,34.27346,0.6281526619683326,0.16803814,0.83501196,1.3428698,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-01T03:53:29Z
