id1,id2,filter_failed,reason,total_timestamps,passed_filter,final_pairs,min_speed_diff,max_speed_diff,mean_speed_diff,min_ttc,max_ttc_val,min_lateral_dist,max_lateral_dist
10615192,10615193,SPEED_DIFF,Follower not faster than leader (speed_diff <= 1.0 m/s),632,64,,-0.03174201771616936,0.03946402668952942,-0.0008344996022060513,,,,
10615202,10615236,TTC_CLOSING,TTC > 2.0s or closing_speed < 1.0 m/s,917,75,,,,,3.6026268005371094,8.416360855102539,,
10615697,10615963,SAME_LANE,All lateral distances > 2.0m (not same lane),171,17,,,,,,,3.5011649131774902,14.011153221130371
10616424,10616444,TTC_CLOSING,TTC > 2.0s or closing_speed < 1.0 m/s,584,22,,,,,5.618042469024658,7.810709476470947,,
10616643,10616658,TTC_CLOSING,TTC > 2.0s or closing_speed < 1.0 m/s,912,23,,,,,6.111514568328857,10.210783004760742,,
10617362,10617371,SPEED_DIFF,Follower not faster than leader (speed_diff <= 1.0 m/s),495,278,,-7.724649906158447,0.5887713432312012,0.015124657191336155,,,,
10619436,10619465,TTC_CLOSING,TTC > 2.0s or closing_speed < 1.0 m/s,481,44,,,,,3.225210189819336,5.73602294921875,,
10623677,10623725,TTC_CLOSING,TTC > 2.0s or closing_speed < 1.0 m/s,503,86,,,,,2.738036632537842,19.934261322021484,,
10624076,10624115,TTC_CLOSING,TTC > 2.0s or closing_speed < 1.0 m/s,606,54,,,,,2.8866496086120605,6.268972396850586,,
10624934,10625079,TTC_CLOSING,TTC > 2.0s or closing_speed < 1.0 m/s,348,92,,,,,4.777886867523193,10.552096366882324,,
10628236,10628262,SPEED_DIFF,Follower not faster than leader (speed_diff <= 1.0 m/s),513,223,,-3.0984199047088623,0.7238211631774902,0.040520716458559036,,,,
10630441,10630489,TTC_CLOSING,TTC > 2.0s or closing_speed < 1.0 m/s,358,70,,,,,2.911444902420044,52.99837875366211,,
