timestamp,id1,id2,interaction,leader,dist,TTC,MDRAC,closing_speed,speed_diff,yaw_diff,link
2025-06-01 09:04:00.123322010,10518668,10518739,car_v_car,10518739,4.9585195,0.42502064,13.724672726785714,11.666538,7.3297024,85.60795,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-01T09:04:00Z
2025-06-01 09:35:30.657409906,10540034,10540130,car_v_car,10540130,3.125,0.28936443,18.66077852535347,10.799531,7.316911,160.02531,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-01T09:35:30Z
2025-06-01 14:30:41.212084055,10765669,10765702,car_v_car,10765702,6.1717763,0.9457112,32.63034439086914,6.5260687,3.0089812,177.53857,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-01T14:30:41Z
2025-06-01 14:59:43.638619900,10789621,10790156,car_v_car,10789621,6.181184,0.8653635,4.127095635259833,7.1428757,0.7619531,161.53604,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-01T14:59:43Z
2025-06-01 15:05:20.260848999,10793887,10793891,car_v_car,10793887,7.0172954,0.9425742,37.224098205566406,7.44482,2.6104367,177.77637,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-01T15:05:20Z
2025-06-01 19:25:40.865391970,10978478,10979176,car_v_car,10979176,2.5163527,0.18379596,37.24513986887663,13.691012,7.803429,169.31248,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-01T19:25:40Z
2025-06-01 19:25:41.466645002,10978487,10979176,car_v_car,10979176,3.1063507,0.18673213,44.54329941767791,16.63533,9.481242,163.8291,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-01T19:25:41Z
2025-06-01 19:25:43.057049990,10978500,10979176,car_v_car,10979176,3.4238365,0.22024752,35.290754660800765,15.545403,11.773115,168.52914,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-01T19:25:43Z
2025-06-01 19:29:41.861387014,10981489,10981635,car_v_car,10981489,7.5110598,1.103121,18.591301583568445,6.808917,0.9886031,147.43591,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-01T19:29:41Z
2025-06-01 20:14:12.148344040,11004364,11004402,car_v_car,11004402,5.744414,0.84725994,4.001127286661667,6.7799897,1.2283013,176.86612,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-01T20:14:12Z
2025-06-01 20:23:00.459394932,11009113,11009115,car_v_car,11009115,6.365692,0.75695604,42.0479621887207,8.409593,3.792107,173.30014,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-01T20:23:00Z
