timestamp,pair_id,id_obj1,id_obj2,label_obj1,label_obj2,pos_x_obj1,pos_y_obj1,pos_x_obj2,pos_y_obj2,vel_x_obj1,vel_y_obj1,vel_x_obj2,vel_y_obj2,size_x_obj1,size_y_obj1,size_x_obj2,size_y_obj2,vel_obj1,vel_obj2,rel_dist,rel_vel,bc_overlap_prob,bc_time_horizon,bc_severity_score
2025-06-07 00:10:33.540891886,16216955_16219565,16216955,16219565,4,4,55.21875,-27.296875,53.78125,-28.796875,-0.070007324,-0.3100586,-3.4003906,5.9492188,3.5195312,1.7695312,4.109375,1.9199219,0.71244895,7.4018626,2.0775962,7.0901346,0.30952592343283186,0.0,0.43891609314497815
2025-06-07 00:01:51.139256001,16217415_16217441,16217415,16217441,4,4,-12.809063,-14.456875,-13.409062,-15.075469,-6.6914062,-6.8515625,7.8007812,2.8105469,3.9804688,1.8496094,4.421875,1.9404297,9.180278,9.786596,5.0259337,17.417803,0.6405236786112207,0.24,1.7994379241313765
2025-06-07 00:25:08.670730114,16222346_16222377,16222346,16222377,4,4,57.4375,-57.59375,57.375,-61.46875,4.5390625,-5.25,0.35009766,-1.0498047,4.1914062,1.9404297,4.5,1.9003906,7.710073,3.3005815,3.875504,5.932037,0.25433302046663614,0.0,0.30174257127302095
2025-06-07 03:59:29.151068926,16260135_16260951,16260135,16260951,8,4,-33.492844,68.41598,-32.211563,62.49156,0.16003418,-0.35009766,-3.1601562,3.4804688,15.7578125,3.2695312,4.53125,2.0097656,0.34371328,4.706584,7.1523085,5.0692115,0.3144167221249272,0.24,0.25707175132958693
2025-06-07 04:10:47.131062984,16267655_16267708,16267655,16267708,4,6,8.675,-4.2265625,3.5203125,-8.557656,4.5703125,4.1015625,8.7109375,3.4707031,4.4882812,1.9697266,5.109375,2.1796875,6.861038,9.584581,7.434586,4.188408,0.2762388665376999,0.24,0.18661307263339397
2025-06-07 05:35:19.797873974,16306529_16306662,16306529,16306662,7,4,32.875,-34.0,32.75,-36.65625,1.1503906,-1.9003906,0.10998535,-0.77978516,10.796875,1.8603516,4.921875,1.8896484,1.1237214,0.9941945,2.6591895,1.5291172,0.3295694106417717,0.0,0.10079005263459113
2025-06-07 06:05:38.354223967,16322081_16322085,16322081,16322085,7,4,28.94422,27.56875,31.858906,31.98,-2.3808594,-4.53125,-1.7597656,-8.9375,6.9492188,2.5390625,4.1992188,1.7402344,5.1849666,6.4457393,6.1282873,4.4498086,0.4134257141190988,0.24,0.29672020921636943
2025-06-07 06:13:37.688522100,16325384_16326044,16325384,16326044,4,4,8.143281,-3.963125,4.5626564,-8.050625,3.0898438,2.5996094,7.609375,2.9707031,4.7304688,2.0097656,4.0898438,1.8896484,3.8311386,4.0669003,7.1594734,4.534741,0.2639381810011165,0.48,0.16174206365031413
2025-06-07 06:37:51.954765081,16339884_16340044,16339884,16340044,6,4,53.65625,-58.25,56.822968,-56.979374,0.0,0.0,-2.5605469,2.4296875,5.1601562,2.2597656,3.9101562,1.7998047,0.653994,1.5632634,3.843242,3.5298417,0.2613437507567758,0.24,0.14879065473898725
2025-06-07 06:57:00.052695990,16351400_16351717,16351400,16351717,4,4,59.53125,-41.625,60.96875,-39.84375,9.4296875,-4.578125,-2.0,2.3496094,4.0195312,1.9296875,4.1914062,1.9902344,10.2492075,2.9468203,2.2889426,13.3653,0.27729082901674,0.0,0.7412150333123131
2025-06-07 07:15:35.135015011,16362227_16362749,16362227,16362749,6,8,-21.5625,50.8125,-22.46875,58.0625,-7.96875,8.9921875,0.22998047,-1.1796875,5.1796875,2.2402344,13.4765625,3.2207031,11.571983,0.66523516,7.3064213,13.064693,0.27127023402403766,0.0,0.7088124899770957
2025-06-07 07:47:43.023492098,16383178_16383274,16383178,16383274,4,4,61.2225,-42.58406,61.318436,-44.325626,9.0,-5.5585938,-2.8398438,3.0703125,4.4609375,1.9902344,4.2382812,1.9501953,10.494125,4.235842,4.812906,14.650595,0.5695122298461254,0.24,1.3457569133236176
