timestamp,pair_id,id_obj1,id_obj2,label_obj1,label_obj2,pos_x_obj1,pos_y_obj1,pos_x_obj2,pos_y_obj2,vel_x_obj1,vel_y_obj1,vel_x_obj2,vel_y_obj2,size_x_obj1,size_y_obj1,size_x_obj2,size_y_obj2,vel_obj1,vel_obj2,rel_dist,rel_vel,bc_overlap_prob,bc_time_horizon,bc_severity_score
2025-06-04 05:38:57.469343901,13185537_13186515,13185537,13186515,4,4,59.84375,-37.25,61.375,-38.0,10.3203125,-1.9697266,-3.6796875,4.7109375,4.1015625,1.9697266,4.0195312,1.9746094,9.614769,5.2476916,1.705059,15.512294,0.4877337732028789,0.0,1.5131739187441022
2025-06-04 05:54:49.456823111,13201388_13202117,13201388,13202117,4,6,55.28125,-55.9375,54.46875,-57.8125,4.6992188,-7.2382812,-0.099975586,0.5698242,3.8203125,1.8300781,5.4101562,1.9501953,8.28492,0.460157,2.0434728,9.165085,0.4665472214071268,0.0,0.8551889731068142
2025-06-04 06:04:36.294123888,13213760_13214110,13213760,13214110,8,4,52.3125,-29.328125,56.625,-30.453125,-0.15002441,0.02999878,-6.28125,6.5117188,16.90625,3.3808594,4.1015625,1.9199219,0.5056903,7.953771,4.4568243,8.922142,0.2735018703542501,0.0,0.4880445064890827
2025-06-04 06:32:51.700330973,13255068_13256568,13255068,13256568,6,4,-35.09375,-20.015625,-36.34375,-23.203125,-9.8515625,-4.2304688,-0.30004883,-0.30004883,5.9492188,2.4394531,4.2382812,1.9599609,10.199228,0.9797712,3.4238365,10.328583,0.2539574320807524,0.0,0.524604071139126
2025-06-04 06:40:16.381114960,13264336_13264732,13264336,13264732,4,8,85.76187,24.990156,87.304375,28.9475,8.3828125,3.2792969,-3.6796875,-3.5390625,3.859375,1.8496094,12.0390625,3.0507812,9.15624,2.6317198,7.140129,13.856187,0.267010996176092,0.24,0.5967345578218933
2025-06-04 07:17:41.049199104,13299797_13299857,13299797,13299857,4,4,52.4375,62.0,53.21875,60.625,0.54003906,1.5400391,5.8789062,7.8984375,4.140625,1.9101562,4.5703125,2.0390625,0.8572732,9.338441,1.5814476,8.302574,0.5178446824897771,0.0,0.8598887757099345
2025-06-04 07:20:52.144793034,13303038_13304048,13303038,13304048,4,7,88.125,25.9375,89.375,29.75,10.546875,4.1601562,-0.22998047,-0.4399414,4.2304688,1.9404297,6.7617188,2.6894531,11.295648,0.76724464,4.0121884,11.717573,0.2888333194193554,0.0,0.6768851106088402
2025-06-04 09:07:50.561173916,13379711_13380629,13379711,13380629,8,4,86.5,25.25,81.25,26.359375,-0.11999512,-0.010002136,7.9296875,4.1992188,12.28125,3.1191406,4.25,1.9101562,0.3175576,8.933802,5.3659306,9.083774,0.2805754414361143,0.0,0.5097367582732979
2025-06-04 10:13:47.771182060,13444266_13444381,13444266,13444381,6,4,-33.9375,45.0625,-36.6875,47.15625,-0.5097656,0.5800781,2.6894531,-11.890625,5.5585938,2.2792969,4.5117188,1.9804688,1.1480124,1.034332,3.4563403,12.874527,0.414281194027093,0.0,1.0667348817577809
2025-06-04 10:54:44.866472960,13494520_13494643,13494520,13494643,4,7,57.8125,-58.53125,57.34375,-62.75,6.078125,-7.2382812,0.48999023,-1.6904297,4.4101562,1.9697266,6.6210938,2.2460938,9.5613985,2.6866028,4.244712,7.874383,0.2561692801315465,0.0,0.4034350035202189
2025-06-04 16:14:09.562798977,13823484_13823529,13823484,13823529,4,7,-29.4375,57.03125,-29.6875,60.3125,-11.3828125,6.8085938,-2.3398438,2.6894531,4.0585938,1.9404297,7.25,2.7207031,8.644432,4.475009,3.29076,9.936931,0.3225706694569153,0.0,0.6410724748385145
