timestamp,pair_id,id_obj1,id_obj2,label_obj1,label_obj2,pos_x_obj1,pos_y_obj1,pos_x_obj2,pos_y_obj2,vel_x_obj1,vel_y_obj1,vel_x_obj2,vel_y_obj2,size_x_obj1,size_y_obj1,size_x_obj2,size_y_obj2,vel_obj1,vel_obj2,rel_dist,rel_vel,bc_overlap_prob,bc_time_horizon,bc_severity_score
2025-06-05 05:16:36.616463900,14129838_14129861,14129838,14129861,4,4,-2.3265624,-11.245703,-2.3098242,-9.454375,4.140625,1.0595703,-7.25,-5.9296875,4.390625,1.9697266,4.5898438,2.0,4.5784655,7.871699,4.4268966,13.363984,0.46105685674694435,0.24,0.9937994365221476
2025-06-05 05:36:00.206069946,14145960_14147075,14145960,14147075,4,4,-23.71,-15.662344,-25.719843,-13.595645,-4.390625,-1.0996094,-0.33007812,0.2199707,3.9199219,1.8701172,4.265625,1.8896484,4.3804154,1.2482595,3.4596233,4.2695823,0.2960944327548644,0.24,0.2039031517423387
2025-06-05 05:39:39.329793930,14150306_14150496,14150306,14150496,4,4,-22.347265,52.988037,-21.486876,52.148125,-0.20996094,-0.18005371,-6.390625,9.6015625,3.6308594,1.7304688,4.5507812,2.0507812,0.4458633,11.460371,3.9564278,11.570679,0.3302889109820752,0.24,0.6163978823804885
2025-06-05 05:41:30.954138041,14151661_14151700,14151661,14151700,4,4,-22.45625,52.3775,-22.420567,54.33133,-7.0703125,8.46875,-0.16003418,0.5600586,4.3242188,1.9804688,2.7109375,1.8896484,11.160152,1.3333815,6.620355,10.50235,0.4644375110384826,0.48,0.6591466521651579
2025-06-05 05:49:24.493451118,14156548_14157563,14156548,14157563,6,7,-32.559376,-18.828438,-34.41086,-22.824335,-7.0898438,-2.2792969,-0.27001953,-0.2199707,6.03125,2.4394531,8.359375,2.9003906,7.2124987,0.6967878,7.1490993,7.1239614,0.34524271599108586,0.48,0.3323642971830305
2025-06-05 05:57:03.546294928,14165074_14166241,14165074,14166241,4,8,-32.016876,-18.571405,-33.1731,-21.651495,-7.1015625,-2.3808594,0.05999756,0.15002441,4.3515625,2.0292969,11.6171875,3.1191406,7.6011214,0.3552852,4.675819,7.5956116,0.2900400217961466,0.24,0.35532763644757825
2025-06-05 05:58:22.972084045,14167028_14168290,14167028,14168290,7,4,36.14547,40.680626,37.865623,45.57375,-1.7802734,-3.2695312,-5.8789062,-6.03125,7.2890625,2.5703125,4.0,1.8496094,3.8345127,4.6296415,7.2298346,4.9422545,0.4052240496648992,0.48,0.27063789196115856
2025-06-05 06:02:44.685693026,14171723_14172408,14171723,14172408,4,4,75.27426,19.287169,73.01063,20.947031,-0.3400879,0.10998535,4.8398438,1.9404297,4.3984375,1.9404297,4.609375,1.9697266,0.5448834,5.009865,4.813819,5.4938345,0.30729783821835616,0.48,0.22814100865003212
2025-06-05 06:03:13.000622988,14173204_14173321,14173204,14173321,7,4,-21.6875,32.53125,-25.5625,35.78125,2.8105469,-2.6796875,2.1992188,-7.078125,6.7304688,2.4492188,4.21875,1.8798828,3.4506676,6.564535,5.0574822,4.4407177,0.3268920157954185,0.0,0.2903270319195291
2025-06-05 06:05:12.345002890,14174503_14176056,14174503,14176056,4,6,52.958908,67.31344,50.314953,68.77161,0.7402344,4.6914062,-0.11999512,0.090026855,4.1796875,1.9296875,5.0,3.7109375,4.5779915,0.38035238,3.5366385,4.681099,0.3618546283891426,0.24,0.27320601881589673
2025-06-05 06:13:43.443337917,14186446_14188139,14186446,14188139,4,4,55.34375,-55.5625,54.40625,-57.65625,6.6601562,-7.5585938,0.27001953,0.25,4.1015625,1.9003906,4.2890625,2.1699219,10.1387415,0.5583004,2.2940564,10.089994,0.27804868432434565,0.0,0.5611019352504353
2025-06-05 06:22:32.314157009,14200440_14201466,14200440,14201466,6,7,-29.208437,-17.863516,-29.667168,-20.655136,-4.8398438,-1.7099609,0.2800293,0.19995117,5.1992188,2.1894531,7.3203125,2.7695312,5.136496,0.90942335,3.661988,5.4645095,0.4159316823569676,0.24,0.36659074584625534
2025-06-05 06:21:35.563389063,14200545_14201310,14200545,14201310,4,4,41.21875,55.4375,41.21875,54.09375,1.5195312,2.5800781,-7.5195312,7.7109375,3.8496094,1.7753906,2.4199219,1.2597656,1.942032,3.4409823,1.34375,10.393765,0.3568593533298778,0.0,0.741822483395907
2025-06-05 06:21:05.755060911,14200561_14200719,14200561,14200719,8,6,-38.03125,47.4375,-36.5,49.5,-0.02999878,-0.13000488,3.5800781,-4.171875,11.71875,3.0605469,5.03125,2.1503906,0.7452814,3.4271555,2.5687804,5.4193516,0.26311906256135553,0.0,0.28518694136605915
2025-06-05 06:31:44.961956978,14214797_14217763,14214797,14217763,4,4,-36.90156,-21.029375,-36.418213,-23.394453,-5.4492188,-2.140625,-0.18005371,0.7001953,4.109375,1.9404297,4.1289062,1.8798828,5.713209,1.9788307,3.145441,5.986181,0.2610531146814165,0.24,0.25205018359196496
2025-06-05 06:34:27.930124998,14217659_14220405,14217659,14220405,4,8,-33.40625,-19.46875,-33.625,-22.296875,-4.640625,-1.6503906,0.17004395,0.16003418,4.421875,2.0,11.46875,3.0664062,5.300655,0.48533183,2.8365724,5.1400557,0.32926262641999016,0.0,0.33848564507641815
