pair_id,timestamp,label1,label2,same_zone,mdrac,distance,closing_speed,closing_accel,speed_diff,ttc,yaw_diff,yaw_rate,min_safe_dist,ttc_min_dist,ttc_severity_score,traj_min_dist,traj_time_horizon,traj_severity_score,env_min_dist,env_max_overlap_prob,env_time_horizon,env_severity_score,decel_initial_speed,decel_final_speed,decel_speed_change,decel_avg_deceleration,decel_max_deceleration,decel_observation_time,decel_num_frames_observed,decel_alignment,decel_severity,decel_model,link,near_miss_probability,prediction
14150154_14150306,2025-06-05 05:39:25.045528889,6,4,1,21.35303243001302,6.8740057945251465,8.813448905944824,0.5480476819025041,8.001352310180664,0.7799450159072876,15.21919059753418,-7.264482169697034,3.17822265625,0.8189875794341469,0.0765848121218884,0.92679781994341,0.72,0.0558260386399999,1.0756598566000002,0.3775214917999999,0.7248000000000002,0.7394668616,8.603375434875488,9.222143173217772,-0.6187677383422852,-0.5189772248268127,1.4844485509337086,1.192283,13.0,0.9959135965669068,1,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T05:39:25Z,0.9144534972763445,1
14150306_14150496,2025-06-05 05:39:39.035274982,4,4,1,27.998909759521485,7.463059902191162,11.319896697998049,-0.2004750183954972,11.1087007522583,0.6592869162559509,157.33956909179688,68.63857991732151,2.99072265625,0.6126437691179943,0.0631964425345822,0.960735932337744,0.72,0.0285524484799999,1.0487359780000003,0.3536643398,0.7008,1.0464735155999991,11.573908805847168,11.308231353759766,0.2656774520874023,0.2655569016933441,1.7916744571467198,1.000454,11.0,0.9926407334728824,1,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T05:39:39Z,0.9772293180767427,1
14151661_14151700,2025-06-05 05:41:30.753828049,4,4,1,27.013429641723636,6.999581336975098,11.368972778320312,-2.9716446519113973,10.581867218017578,0.6156740188598633,79.67694091796875,8.82932467559867,2.726318359375,1.299970888789821,0.1404172943313571,1.8555610966174576,0.48,0.0062595864399999,1.879870625999999,0.2874333094,0.8880000000000002,1.1114432481999998,11.110968589782717,0.633001983165741,10.47796630859375,3.500399589538574,24.884940293844995,2.993363,28.0,0.989473956228694,4,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T05:41:30Z,0.7189180068750789,1
14178273_14178502,2025-06-05 06:06:56.599714994,4,4,1,21.82713254292806,6.977782726287842,9.373369216918944,-10.120930212017972,5.157402992248535,0.7444263100624084,173.56491088867188,-208.26665338925005,3.022705078125,0.1916081981668688,0.0182359240618407,0.2946033565581231,0.72,0.5370795985999999,0.2956248606000001,0.4254072966,0.6623999999999998,0.8662675741999999,8.655712127685547,10.607810020446776,-1.9520978927612305,-0.9811874032020568,9.755790574854434,1.989526,19.0,0.9955543614638253,4,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T06:06:56Z,0.7722950856048044,1
14236662_14238511,2025-06-05 06:49:41.731724024,8,4,1,12.485021209716797,3.964749574661255,5.357545852661133,1.9248000690245903,2.9658145904541016,0.7400309443473816,150.7371368408203,35.18225785111846,5.33349609375,0.6236780522353403,0.0600613081232274,0.6237477500890238,0.72,0.2097976129999999,1.1949185832000002,0.490393992,0.6288000000000001,0.7203679960000001,5.005197048187256,5.9470624923706055,-0.9418654441833496,-0.8576947450637817,0.3763229923843278,1.098136,12.0,0.9963215568297096,1,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T06:49:41Z,0.7592507507053186,1
14263568_14263817,2025-06-05 07:10:58.544199944,4,4,1,32.87692642211914,7.0206170082092285,13.418279647827148,-2.270733107502969,11.021224975585938,0.5232129096984863,177.3697052001953,-3.274525914928376,3.052490234375,0.7772483084369015,0.0921730329434422,0.9224819135055896,0.48,0.0674705236599999,1.1135119756000005,0.3970167528,0.6335999999999998,1.3925496439999996,11.546587944030762,12.112387657165527,-0.5657997131347656,-0.1948002725839615,5.768358248394585,2.904512,25.0,0.9909584293957532,3,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T07:10:58Z,0.8822690959426355,1
14349273_14349410,2025-06-05 08:41:37.465956926,4,4,1,35.65344715118408,7.265339374542236,14.647013664245604,-2.99984583323428,3.372145175933838,0.49602872133255,151.5194549560547,-20.03575252210595,3.040771484375,1.3543460073575495,0.166445555566152,1.354465740211339,0.48,0.00638968542,1.826389039999999,0.2973003810000001,0.6719999999999999,1.3608360879999992,9.541460037231444,9.365179061889648,0.1762809753417968,0.2924073338508606,3.5544729348925657,0.602861,7.0,0.9999980526137364,2,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T08:41:37Z,0.9959389692145073,1
14413674_14414108,2025-06-05 09:57:45.520448923,4,4,1,46.58814366658529,6.910702705383301,19.265647888183597,-3.6864477477968975,1.6499786376953125,0.3587059676647186,154.09329223632812,-19.304158049312893,3.007568359375,1.4543159703631725,0.2169280483106932,2.4941557079124994,0.24,0.0073583895399999,2.0950569559999987,0.2963976483999999,0.7151999999999995,1.404200955999999,9.680994987487791,9.798539161682127,-0.1175441741943359,-0.5914350748062134,0.0,0.198744,3.0,0.998749277282326,0,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T09:57:45Z,0.996314276427767,1
14453466_14454118,2025-06-05 10:37:22.963979006,4,4,1,25.50463104248047,6.742038249969482,10.293468475341797,-0.7312413758280941,8.409531593322754,0.6549821496009827,19.023988723754883,14.102047268417987,3.23779296875,0.3174739060107058,0.0327257615685265,0.7549647476677266,0.72,0.2553480264,0.954408531,0.4680975001999999,0.6863999999999999,0.9979414789999992,9.351892471313477,9.791460990905762,-0.4395685195922851,-0.5471455454826355,2.687553311919085,0.803385,9.0,0.9985364367420636,2,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T10:37:22Z,0.9890154631533961,1
14535894_14536208,2025-06-05 12:02:25.352828026,4,4,1,25.669267654418945,7.033194065093994,10.210726737976074,0.68958509830693,7.786966800689697,0.6888044476509094,3.189315795898437,1.834299487921241,3.0498046875,0.7337592495029097,0.0738328806511706,0.8343915172756506,0.72,0.1864315654999999,1.0702211061999996,0.3977199826,0.72,0.8707726561999998,13.287752151489258,14.263150215148926,-0.975398063659668,-4.978323936462402,0.0,0.195929,3.0,0.9974710536407426,0,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T12:02:25Z,0.9918402003803415,1
14545424_14545641,2025-06-05 12:13:19.466263056,4,4,1,4.723512064425078,1.7815240621566772,7.302193164825439,-30.68393780612936,-0.0795653462409973,0.2439710944890976,95.0080337524414,-28.159718621107476,2.6220703125,1.1214735263372408,0.2101001725123954,1.4201433823957703,0.24,0.00232936792,1.629203189999999,0.3074118961999999,0.5471999999999999,0.8108507146000001,0.437077522277832,0.2099270671606063,0.2271504551172256,0.0782184302806854,14.423539245714116,2.904053,24.0,0.8220415164340242,4,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T12:13:19Z,0.918222256895809,1
14573531_14573936,2025-06-05 12:43:08.063209057,4,4,1,22.18443298339844,7.1020050048828125,8.785656929016113,0.8668703348069111,6.298993110656738,0.8083635568618774,1.6785871982574463,0.5749495936543572,3.35888671875,0.4302641076721206,0.0392084963249039,0.8660822383604893,0.72,0.11971671342,1.0167374418000004,0.4396778187999999,0.7440000000000003,0.8062203307999998,10.11016082763672,11.859113693237305,-1.748952865600586,-3.495521783828736,0.0,0.500341,6.0,0.9985106412390886,0,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T12:43:08Z,0.9848743600258196,1
14636765_14638380,2025-06-05 13:28:38.668076038,4,4,1,11.330810356140136,7.457418918609619,4.814133167266846,-1.529363307724512,2.588749647140503,1.5490678548812866,90.19608306884766,-11.576288366147168,3.09521484375,3.3486905243275,0.2100920825088786,3.3545286811720345,1.2,0.00158574904,2.105820351999999,0.2879446772,1.152000000000001,0.4311657618000001,4.887414455413818,0.1534243822097778,4.73399019241333,1.595976948738098,6.303434635472297,2.966202,28.0,0.9780706780529028,3,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T13:28:38Z,0.822144586164119,1
14660702_14662073,2025-06-05 13:42:42.667566061,4,4,1,22.646114349365234,7.198157787322998,9.084128379821776,-0.1730647853873255,6.834840774536133,0.792388379573822,4.755997180938721,0.6942945481513867,3.1953125,0.3922690430879367,0.0361505200166144,0.7482255793804168,0.72,0.2011383625999999,0.9885128242,0.4602127638,0.6960000000000002,0.8107503703999996,8.108017921447754,9.070225715637209,-0.9622077941894532,-3.147339344024658,0.0,0.305721,4.0,0.9989533278893222,0,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T13:42:42Z,0.9864229909735475,1
14675339_14678086,2025-06-05 13:54:12.706104040,8,4,1,20.638723850250244,5.900956630706787,8.86799430847168,-1.7659675089984714,4.802762985229492,0.6654217839241028,91.31413269042967,34.84673609505002,4.96630859375,2.6696212731015803,0.276701499357226,2.714133022975523,0.48,0.00452041954,2.080908693999999,0.3017338722,0.816,0.814426093,8.204439163208008,8.798382759094238,-0.5939435958862305,-0.2817574739456177,4.4151724912897325,2.107996,20.0,0.999996873036229,3,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T13:54:12Z,0.9717493236132626,1
14696578_14698353,2025-06-05 14:09:00.175504923,4,4,1,22.124147415161133,5.050526142120361,8.380946159362793,7.076171996583552,1.5222702026367188,0.6026200652122498,159.4098358154297,20.45410856174754,3.106689453125,2.428240624731004,0.2668242609309746,2.4334693487465717,0.48,0.00292340188,2.0982389959999987,0.28108462,0.816,0.7710159773999998,4.753309726715088,5.065184593200684,-0.3118748664855957,-0.3964524269104004,2.8350863292994344,0.786664,9.0,0.936617238994513,2,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T14:09:00Z,0.9869301339931843,1
14696712_14700719,2025-06-05 14:12:46.688168049,6,4,1,26.448441823323567,1.8168052434921265,12.72812843322754,-7.251642235339861,0.7344200015068054,0.1427393853664398,90.19608306884766,-13.733522958905432,3.44140625,0.0551447712558073,0.0139228865021907,1.2414162483748965,0.24,0.01935861464,1.3208078153999994,0.3681360465999999,0.4368000000000001,1.5466191859999996,1.2671228647232056,0.6184525489807129,0.6486703157424927,0.2174338847398758,12.046406150562284,2.983299,19.0,0.9975607721375628,4,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T14:12:46Z,0.8410765770982425,1
14697579_14697780,2025-06-05 14:09:50.623188019,4,4,1,23.336971759796143,7.2793049812316895,9.17025089263916,0.5323012717102542,5.996364593505859,0.793795645236969,1.6226342916488647,5.615153253320074,3.28076171875,0.4889978036812888,0.0450866736354044,0.8096750318656014,0.72,0.1543620547999999,0.9917209788,0.4480732648,0.7056000000000001,0.8326855515999999,10.17857265472412,12.922593116760254,-2.744020462036133,-5.830724239349365,0.0,0.470614,6.0,0.9986964354155146,0,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T14:09:50Z,0.9866062209204645,1
