pair_id,timestamp,label1,label2,same_zone,mdrac,distance,closing_speed,closing_accel,speed_diff,ttc,yaw_diff,yaw_rate,min_safe_dist,ttc_min_dist,ttc_severity_score,traj_min_dist,traj_time_horizon,traj_severity_score,env_min_dist,env_max_overlap_prob,env_time_horizon,env_severity_score,decel_initial_speed,decel_final_speed,decel_speed_change,decel_avg_deceleration,decel_max_deceleration,decel_observation_time,decel_num_frames_observed,decel_alignment,decel_severity,decel_model,link,prediction,probability,log_probability,mahalanobis_distance
11123682_11123687,2025-06-02 03:18:25.654366016,6,4,1,17.87366485595703,7.211462497711182,7.414199829101562,-0.9045874850556496,0.6005220413208008,0.9726555347442628,0.111905813217163,3.5643344031070767,3.47021484375,2.3694741554707464,0.1957011914606416,2.477897077318033,0.96,0.00250892934,2.0813824659999987,0.3110657010000001,1.008000000000001,0.5623319550000001,8.260652542114258,7.727480888366699,0.5331716537475586,0.1778974533081054,6.072644711736794,2.997073,31.0,0.9464517879206136,serious,True,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-02T03:18:25Z,1,4.279465081462443e-22,-49.20304402505279,16.43593405872097
11125705_11125726,2025-06-02 03:22:49.253834963,4,4,1,0.1350938138907663,7.041745662689209,1.3819069862365725,-0.634183612375082,0.8779463768005371,5.095672607421875,0.4476232528686523,-1.9896652167845104,3.139892578125,0.307101193456493,0.009318433311895,0.313618180749313,5.04,0.12584916188,0.3996371956,0.4089569277999999,1.1232000000000009,0.14418992932,1.1787025928497314,0.5198579430580139,0.6588446497917175,0.2264158129692077,1.6318134687685126,2.909888,30.0,0.9997897760917052,low,True,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-02T03:22:49Z,1,0.02490606101902555,-3.6926440907132614,5.030006739522912
11133360_11133388,2025-06-02 03:42:24.914051056,4,6,1,6.243921096357016,5.3280348777771,3.87117075920105,-2.299043534095937,0.7095303535461426,1.3763368129730225,169.98492431640625,-1425.2757445101022,3.47216796875,2.58984375,0.1740319844008793,2.6211266111949003,0.96,0.00130078116,2.060040231999999,0.3091960575999999,1.156800000000001,0.355107792,5.744470119476318,7.002923488616943,-1.258453369140625,-0.4317562580108642,3.789244100041428,2.914731,30.0,-0.8570842172751043,moderate,True,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-02T03:42:24Z,1,8.396470076651714e-135,-308.72117616563787,27.631311462196674
11134207_11134455,2025-06-02 03:43:54.372567892,4,4,1,0.0351904454447987,7.402821063995361,0.6375248432159424,0.86141227263946,0.202035903930664,11.611815452575684,0.111905813217163,2.3243453069770723,3.29443359375,1.0612807710375918,0.0198825994807752,1.0629762374791418,11.28,0.00154367736,1.2036391146,0.4223256647999999,1.156800000000001,0.12306269876,5.934519290924072,5.823343276977539,0.1111760139465332,0.0370624996721744,2.034365821393864,2.99969,31.0,0.9976927699869692,moderate,True,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-02T03:43:54Z,1,1.0736229890475007e-05,-11.44188656491698,1.997612624676544
11135013_11135033,2025-06-02 03:44:52.158669949,6,4,1,0.1013818275930758,7.166627407073975,1.0613335371017456,-0.1592435812391846,0.7606731653213501,6.752474308013916,0.4476232528686523,1.197083841484499,3.39208984375,0.0625465405725822,0.0015869357195536,0.0711529629785362,6.72,0.1195961922799999,0.5029615513400001,0.4369309895999997,1.132800000000001,0.13880580042,1.0958174467086792,0.0567281618714332,1.039089322090149,0.3552843034267425,1.666455656428164,2.92467,30.0,0.999909049124994,low,True,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-02T03:44:52Z,1,0.0311013497147711,-3.4705040615498848,1.2914762015139571
11138101_11138145,2025-06-02 03:49:34.757441044,4,4,1,0.238064989684297,7.437778949737549,1.622138261795044,-0.6354425518223198,1.109870672225952,4.585169315338135,5.371479034423828,-6.881356423252424,3.054931640625,0.8614485454134243,0.0280382351336626,0.8634901953904285,4.56,0.0408424826799999,1.0326311626,0.3692378747999999,1.1616000000000009,0.1494667113,1.4401518106460571,0.0139065412804484,1.4262452125549316,0.4765917658805847,1.7445931630204845,2.992593,31.0,0.9894908340965332,low,True,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-02T03:49:34Z,1,0.017333910289060728,-4.055090563715433,6.5959533932576715
11138987_11139013,2025-06-02 03:50:53.552920103,4,6,1,0.1907816831909082,6.256340980529785,1.2915509939193726,-0.2032645589228961,1.143998146057129,4.844052791595459,0.2238116264343261,-2.332588088755821,3.56298828125,0.7911824605865639,0.0249070695515508,0.7923777816345715,4.8,0.05330784354,1.0456367954,0.4118944441999997,1.1568000000000012,0.1462332521,1.515451192855835,0.0239737257361412,1.4914774894714355,0.4984563291072845,1.6385167907621585,2.992193,31.0,0.9976172086406536,low,True,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-02T03:50:53Z,1,0.028030286656630796,-3.574469687078183,2.703633388183205
11140203_11140227,2025-06-02 03:52:13.526679993,6,4,1,0.0972803877752698,6.953866481781006,1.0331785678863523,0.0090819661010493,1.4198822975158691,6.730556488037109,6.490537166595459,0.0,3.618896484375,2.457243054858098,0.0640922331465703,2.460236755391262,6.0,0.00144582128,1.8078425299999996,0.3745798784000002,1.1424000000000007,0.1425559072999999,1.8793576955795288,0.035724002867937,1.8436336517333984,0.6156800389289856,1.9910353436706605,2.994467,31.0,0.9963760235978752,low,True,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-02T03:52:13Z,1,0.007134662459345382,-4.942790336902533,2.5460094860747864
11141264_11141432,2025-06-02 03:54:20.530534983,4,6,1,0.0355494060321435,7.487619876861572,0.732001543045044,-0.4021155794300411,0.5512100458145142,10.228967666625977,0.111905813217163,0.0,3.48779296875,0.2630406705384949,0.0052631510956121,0.2737786801438234,10.32,0.1097342611999999,0.5133013247799999,0.4501790287999999,1.1424000000000007,0.1120598681599999,1.7519102096557615,4.877936840057373,-3.1260266304016118,-1.044629454612732,0.0,2.992474,31.0,0.9999683043395416,none,True,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-02T03:54:20Z,1,1.787341148169502e-05,-10.932196341490133,7.0667094998148805
11148186_11148205,2025-06-02 04:04:34.949136972,4,6,1,0.1572809607444798,7.031336784362793,1.2765575647354126,-0.1158780455845779,1.259859323501587,5.508045196533203,5.595290660858154,0.8200431771133485,3.42333984375,0.6377169575031606,0.0185681392775064,0.6419274167775076,5.52,0.09357051234,1.2393552964000003,0.4263682403999999,1.1664000000000008,0.1433625031,1.6840966939926147,0.0044485093094408,1.6796481609344482,0.5616393089294434,2.514862400700257,2.990617,31.0,0.9998364491434024,moderate,True,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-02T04:04:34Z,1,0.0033811054537313872,-5.689552565641817,
