pair_id,timestamp,label1,label2,same_zone,mdrac,distance,closing_speed,closing_accel,speed_diff,ttc,yaw_diff,yaw_rate,min_safe_dist,ttc_min_dist,ttc_severity_score,traj_min_dist,traj_time_horizon,traj_severity_score,env_min_dist,env_max_overlap_prob,env_time_horizon,env_severity_score,decel_initial_speed,decel_final_speed,decel_speed_change,decel_avg_deceleration,decel_max_deceleration,decel_observation_time,decel_num_frames_observed,decel_alignment,decel_severity,decel_model,link,prediction,probability,log_probability,mahalanobis_distance
15220775_15220826,2025-06-06 03:25:15.728601933,4,4,1,0.1395500627268936,7.4548773765563965,1.3859761953353882,-0.4924034702593405,1.1338050365447998,5.378791809082031,3.1333627700805664,2.134747825356045,3.022705078125,0.6156447115128237,0.0181764846181794,0.6216745245524699,5.279999999999999,0.09817558508,0.9244365661999996,0.4002778901999999,1.1664000000000008,0.143160131,1.4940593242645264,0.4556096792221069,1.0384496450424194,0.3468243479728699,1.633082063656664,2.994166,31.0,0.994000765128928,low,True,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-06T03:25:15Z,1,0.10267003862493494,-2.27623494146665,
15221775_15221836,2025-06-06 03:27:28.718816042,4,6,1,0.0610083590261509,7.161382675170898,0.9940388202667236,-1.5382559657167327,0.3077491223812103,7.204329013824463,2.126210451126098,1.2157341638987762,3.5322265625,0.2820441430906439,0.006958026642935,0.282126354128081,7.199999999999999,0.1095877146199999,0.3975085977000001,0.4492083231999998,1.1376000000000008,0.13497670778,0.6087256669998169,1.5589677095413208,-0.950242042541504,-0.3273249566555023,0.7232606818082142,2.903054,30.0,0.9999954247164368,low,True,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-06T03:27:28Z,1,0.0028347655451648546,-5.865796045340482,1.1795752182880055
15222248_15222266,2025-06-06 03:28:24.684413910,4,4,1,0.1057524745261527,7.446816444396973,1.0707212686538696,0.3069162681307965,1.3037927150726318,6.954953193664551,1.6785871982574463,0.0,3.220703125,0.0343301597844318,0.0008522376892445,0.0347777585918899,6.96,0.12437407928,0.4569205569999999,0.4369309895999997,1.132800000000001,0.13964106622,1.7523744106292725,0.0747509822249412,1.6776233911514282,0.5786715745925903,1.4209142634258976,2.899094,30.0,0.9999274481731302,low,True,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-06T03:28:24Z,1,0.054665727203038236,-2.9065183252839937,1.7373384933221248
15222292_15222339,2025-06-06 03:28:31.667807102,4,4,1,0.2010483390779772,7.0229811668396,1.6998207569122314,-1.4828183801858985,0.8607155084609985,4.131600856781006,0.3357174396514892,8.484465584075636,3.04248046875,0.2837349962947516,0.009750329336947,0.2938180601124996,4.08,0.1287215005799999,0.3960469450000002,0.394175334,1.1424000000000007,0.15813137702,1.1622220277786257,0.0218109264969825,1.140411138534546,0.392061322927475,2.54049929355522,2.908757,30.0,0.999942190861352,moderate,True,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-06T03:28:31Z,1,0.011872152053506842,-4.433559784897652,3.5911812092980617
15223120_15223248,2025-06-06 03:30:32.969830036,4,4,1,0.3586756990031123,7.454156875610352,2.0847766399383545,-2.045809467531786,-0.1332964897155761,3.5755181312561035,0.3357174396514892,8.461331837558273,3.04296875,0.384926706911141,0.0144486804665647,0.3914220384165957,3.6,0.1511879414399999,0.6062004430000001,0.3929193652,1.1136000000000008,0.2239389755999999,1.9387168884277344,3.8802475929260254,-1.941530704498291,-0.6482980251312256,2.161363827507029,2.994812,31.0,0.9996142304405682,moderate,True,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-06T03:30:32Z,1,2.053081151457472e-05,-10.793583799484027,3.85460785766139
15223834_15223844,2025-06-06 03:31:28.815535069,4,4,1,0.1382459756542687,6.590268611907959,1.1662287712097168,-0.1088292660860628,0.9900716543197632,5.650922775268555,0.6714348793029785,2.769453621895915,3.1484375,0.1442805364328218,0.0040945067148908,0.1944754563563227,5.76,0.1064471724399999,0.5609153727600003,0.3980289541999998,1.1472000000000009,0.14121315732,1.318129062652588,0.0287860687822103,1.289342999458313,0.4313584864139557,1.0588288110970825,2.989029,31.0,0.9996386155240002,low,True,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-06T03:31:28Z,1,0.11490975537676508,-2.163608194539462,2.9794561568793085
15225343_15225378,2025-06-06 03:34:22.263252019,4,4,1,1.3829135927293836,7.469632625579834,3.009774684906006,-0.7500628639229027,3.1284899711608887,2.4817912578582764,0.4476232528686523,-2.000515713259885,3.1875,0.3884876991986234,0.0181286454273074,0.4495808662768751,2.4,0.19136683956,0.8369174064000002,0.4045251916000001,1.1040000000000003,0.2913263353999999,3.4891529083251958,0.0971789062023162,3.3919739723205566,1.1323422193527222,2.827362454266668,2.995538,31.0,0.999662939799411,moderate,True,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-06T03:34:22Z,1,0.00012335861854301616,-9.000414846793216,4.351554373733499
15227722_15227874,2025-06-06 03:39:31.332053900,6,4,1,0.4303200685410068,7.463730812072754,2.108461380004883,-0.592629383810539,1.7569156885147097,3.5398945808410645,3.804797649383545,-6.244627244769245,3.486328125,0.5755332220615372,0.0217939116365783,0.6005766481751117,3.6,0.1227318798599999,0.9813238684,0.4353860561999998,1.156800000000001,0.2202483984,2.469856977462769,2.399401903152466,0.0704550743103027,0.0242274515330791,0.8313602919704056,2.908068,30.0,0.998671137063338,low,True,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-06T03:39:31Z,1,0.0012231821425710498,-6.706299502400518,3.7523311093510254
15228426_15228471,2025-06-06 03:41:02.466939926,6,4,1,0.0428942661396349,6.39640998840332,0.7485392689704895,-0.351965908007488,0.6182701587677002,8.54518985748291,1.5666813850402832,2.205910413488413,3.5244140625,0.0298225731799852,0.0006541891197364,0.0771091177490649,8.64,0.1012957305799999,0.4573201242,0.4431178801999998,1.1376000000000008,0.1193397852799999,1.0209776163101196,3.3319664001464844,-2.3109889030456543,-0.7775075435638428,0.6690360087838422,2.972304,31.0,0.9965061443443748,low,True,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-06T03:41:02Z,1,0.0010300006675880193,-6.878195828597095,4.5535123056711155
15228427_15228610,2025-06-06 03:41:16.466047049,4,4,1,0.1116433937517176,7.468873500823975,1.56097412109375,-1.350922960294749,1.3406624794006348,4.7847514152526855,0.7833406925201416,-0.4862234914488725,3.2421875,0.4140884297940009,0.0130725131789946,0.416728237689174,4.8,0.1158352415399999,0.676335671,0.4315830813999999,1.1232000000000009,0.14337692362,7.285919666290283,5.043337821960449,2.242581844329834,0.7490251064300537,3.886876277675489,2.994001,31.0,0.999817605212756,moderate,True,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-06T03:41:16Z,1,5.4698339451820355e-05,-9.813677206367876,6.601763093108236
15229151_15229163,2025-06-06 03:42:01.717534065,6,6,1,0.1272756592156478,6.890961647033691,1.1046441793441772,-0.4198864588389381,0.7938007712364197,6.238173007965088,1.5666813850402832,-2.781439837707252,3.978515625,0.1553878094964896,0.0041595387511223,0.1554859444009327,6.24,0.1151828921199999,0.4712278159600002,0.4237597169999998,1.1424000000000007,0.14067295992,1.155034065246582,0.1007009670138359,1.0543330907821655,0.3622091114521026,2.7235794558506115,2.910841,30.0,0.999894851765071,moderate,True,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-06T03:42:01Z,1,0.0007650738569160573,-7.1755381838095955,4.667196603125887
15230450_15230499,2025-06-06 03:44:11.235810995,4,6,1,0.0581614039739969,7.479398727416992,0.8768225312232971,-0.6470975216042155,-0.2584824562072754,8.53011703491211,0.3357174396514892,-2.310695725432145,3.48193359375,2.319043381751177,0.0525000107258863,2.319209186339171,7.68,0.00145561094,1.8033415019999997,0.383610505,1.1520000000000008,0.1281286633,4.714081287384033,4.751311302185059,-0.0372300148010253,-0.0124186109751462,1.5251391064801534,2.997921,31.0,0.9997636970315588,low,True,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-06T03:44:11Z,1,0.0016064966451335824,-6.433699467718302,4.1253376321628155
15230450_15230499,2025-06-06 03:44:16.234596968,4,6,1,0.0350064208712386,6.905560493469238,0.6519315838813782,0.3774994301764685,0.4982342720031738,10.592461585998535,0.3357174396514892,-0.0325098758924622,3.48193359375,1.8233714642932937,0.0362197676411045,1.8233958931092864,9.84,0.00154367736,1.8033415019999997,0.3842984472,1.156800000000001,0.1257259316,5.1770195960998535,3.650167942047119,1.5268516540527344,0.5283119082450867,1.6717142777348055,2.890057,30.0,0.9972070039102062,low,True,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-06T03:44:16Z,1,0.0012734856894372627,-6.665997500798899,3.246294734356226
15230936_15230978,2025-06-06 03:44:48.974167109,6,4,1,0.213029458274805,6.275572776794434,1.3717457056045532,0.1021684508056982,1.551931381225586,4.574880599975586,1.0071523189544678,2.8376970091969214,3.51025390625,0.7047341516212374,0.0229360003730272,0.7072080720276838,4.56,0.06185158252,1.1200655200000005,0.4289213271999997,1.1712000000000011,0.143160131,1.9238539934158323,0.0559317283332347,1.867922306060791,0.6258352398872375,3.171830762579112,2.984687,31.0,0.997044820140022,moderate,True,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-06T03:44:48Z,1,0.021987211305531537,-3.817294298940689,
15231046_15231069,2025-06-06 03:44:51.067502022,4,4,1,0.6032160590728862,7.43776273727417,2.00042986869812,0.2395426868229257,2.9359962940216064,3.718082189559937,2.461927890777588,1.1885266470683218,3.1298828125,0.6377334146752361,0.0234695121689444,0.663251457848297,3.6,0.10446751328,0.9795065728,0.3742065115999999,1.1664000000000008,0.1752366549999999,3.718826532363892,0.2615258991718292,3.4573006629943848,1.1560288667678833,3.1431511206495366,2.99067,31.0,0.9992423698214052,moderate,True,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-06T03:44:51Z,1,0.031029261605814526,-3.472824596943733,2.4759883326672827
