timestamp,id1,id2,zone,interaction,leader,dist,TTC,MDRAC,closing_speed,speed_diff,yaw_diff,link,label1,label2
2025-09-09 04:24:15.895763397,66666,66667,1095,car_v_car,66666,5.617621,1.251181,5.490113056067229,4.489855,1.2448626,143.91087,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-09T04:24:15Z,1,2
2025-09-09 04:36:59.121509314,69132,69188,1095,car_v_car,69132,1.9993676,0.8999642,5.811967730522156,2.221608,2.1996994,68.71017,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-09T04:36:59Z,1,2
2025-09-09 05:27:55.091501236,81954,82036,1095,car_v_car,81954,5.630973,1.3048239,9.707817017968447,4.315504,1.9502212,7.833407,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-09T05:27:55Z,1,2
2025-09-09 05:40:08.220540762,84467,84485,1095,car_v_car,84467,3.4127815,0.9421072,7.9346456108320425,3.622498,1.5716867,155.43718,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-09T05:40:08Z,1,2
2025-09-09 05:40:10.127460241,84485,84497,1095,car_v_car,84497,5.041737,1.0960038,7.777061750995607,4.600109,1.5098658,124.998795,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-09T05:40:10Z,2,1
2025-09-09 06:46:19.318745613,98536,98558,1095,car_v_car,98536,1.6238875,0.47819075,7.733977440110177,3.395899,1.4468527,156.66814,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-09T06:46:19Z,1,2
2025-09-09 06:55:24.395788908,100295,100315,1095,car_v_car,100295,3.463454,0.9009014,9.546792030334473,3.8444319,1.2032151,137.9229,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-09T06:55:24Z,1,2
2025-09-09 08:04:38.740173101,113816,113853,1095,car_v_car,113816,4.8982625,0.809442,3.6664351991935984,6.0514064,1.9005705,138.76219,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-09T08:04:38Z,1,2
2025-09-09 08:14:23.639024734,115781,115789,1095,car_v_car,115789,6.170266,1.2284329,8.94234279451175,5.0228763,1.0591967,162.37534,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-09T08:14:23Z,2,1
2025-09-09 08:20:22.459464312,116946,116988,1095,car_v_car,116946,1.6481751,0.471948,7.697722548000393,3.4922812,1.6259608,170.65535,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-09T08:20:22Z,1,2
2025-09-09 08:51:25.634200811,123285,123349,1095,car_v_car,123285,4.347072,0.91022724,9.207247573104443,4.77581,1.374713,175.52325,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-09T08:51:25Z,1,2
2025-09-09 09:19:55.533418179,129500,129512,1095,car_v_car,129500,1.8557578,0.50158334,8.110688545895107,3.6997995,1.3086171,153.53477,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-09T09:19:55Z,1,2
2025-09-09 09:43:13.215270042,134759,134781,1095,car_v_car,134759,2.5577364,0.9698212,6.66518497467041,2.6373277,2.153215,20.926388,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-09T09:43:13Z,1,2
2025-09-09 10:15:28.612302065,141771,141868,1095,car_v_car,141771,2.5626554,0.8100575,8.005835851033527,3.1635475,1.6157849,172.33394,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-09T10:15:28Z,1,2
2025-09-09 11:12:20.670970201,153889,153915,1095,car_v_car,153915,3.0972807,0.6368491,12.092333793640137,4.8634453,1.6643007,140.55269,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-09T11:12:20Z,2,1
2025-09-09 12:53:03.622733593,176089,176138,1095,car_v_car,176089,3.3365498,0.9628917,8.750503222147623,3.465135,0.55363894,175.97089,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-09T12:53:03Z,1,2
2025-09-09 13:34:03.140107632,189305,189345,1095,car_v_car,189345,1.4656583,0.4366656,4.274728786759902,3.3564777,1.5718122,173.11728,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-09T13:34:03Z,2,1
2025-09-09 13:39:40.923477173,190711,190713,1095,car_v_car,190713,7.4979153,1.4607571,9.681953181764731,5.1328964,1.8128061,176.53142,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-09T13:39:40Z,2,1
2025-09-09 14:51:06.591538906,205234,205238,1095,car_v_car,205234,4.2561736,1.0444846,8.16705608162359,4.074903,0.5977733,162.15152,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-09T14:51:06Z,1,2
2025-09-09 16:05:44.580952644,216914,216987,1095,car_v_car,216914,5.521841,1.11653,7.823962276873427,4.945538,1.6174264,166.51585,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-09T16:05:44Z,1,2
