timestamp,id1,id2,zone,interaction,leader,dist,TTC,MDRAC,closing_speed,speed_diff,yaw_diff,link,lane
2025-09-09 07:57:53.739129066,112404,112416,2002,car_v_car,112404,2.6550088,0.67399645,9.593100865681967,3.9392028,1.431076,38.047977,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-09T07:57:53Z,2002
2025-09-09 10:24:25.743654728,144388,144394,2002,car_v_van,144394,2.6242123,1.0247997,6.686567783355713,2.5607076,1.743341,15.77872,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-09T10:24:25Z,2002
2025-09-09 12:32:44.256214618,170692,170701,2002,car_v_car,170701,1.9280618,0.51312834,8.85844898223877,3.7574651,0.7621846,39.726562,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-09T12:32:44Z,2002
2025-09-10 04:52:13.010856390,273355,273380,2002,van_v_car,273355,1.6709986,0.6034281,5.413876454284668,2.7691758,1.4122643,36.70511,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-10T04:52:13Z,2002
2025-09-10 04:54:44.888166904,274122,274153,2002,car_v_van,274122,2.760304,1.085246,6.322408866882324,2.5434823,2.3260536,25.962149,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-10T04:54:44Z,2002
2025-09-10 04:56:29.953465700,274514,274564,2002,truck_v_car,274514,3.0722103,0.879468,8.484621095649157,3.49326,3.392321,12.757263,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-10T04:56:29Z,2002
2025-09-10 05:56:24.331637383,288573,288592,2002,car_v_car,288573,2.4085603,0.825503,7.217862606048584,2.9176881,0.87605286,46.888535,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-10T05:56:24Z,2002
2025-09-10 07:54:17.289707899,319800,319844,2002,car_v_car,319844,2.0440738,0.63169163,7.882680225372314,3.235873,2.7370672,14.9953785,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-10T07:54:17Z,2002
2025-09-10 08:29:43.281271696,332901,332902,2002,car_v_car,332901,2.1222408,0.8578987,6.08848778406779,2.473766,1.6551728,14.323944,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-10T08:29:43Z,2002
2025-09-11 06:51:15.920712233,613466,613541,2002,bus_v_car,613466,2.1125014,0.7707219,6.599699974060059,2.7409384,1.6568093,14.771567,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-11T06:51:15Z,2002
2025-09-11 10:04:35.308413506,700662,700703,2002,car_v_car,700662,1.8710611,0.7768138,5.868080774943034,2.4086351,1.6359172,16.33825,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-11T10:04:35Z,2002
2025-09-11 11:28:44.558248281,759108,759134,2002,car_v_car,759134,1.8299645,0.65168875,7.073749780654907,2.8080344,1.5985022,38.495598,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-11T11:28:44Z,2002
2025-08-25 11:37:56.632205486,1898901,1898929,2002,car_v_car,1898929,1.3679909,0.31011552,8.92340874671936,4.41123,1.2263947,27.640736,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-25T11:37:56Z,2002
2025-08-25 12:10:18.596872330,1909951,1909988,2002,car_v_car,1909951,2.4344213,0.87002814,6.92499303817749,2.798095,1.4846573,25.178808,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-25T12:10:18Z,2002
2025-08-25 13:46:09.677215815,1942835,1942846,2002,car_v_car,1942835,2.930052,0.6831799,9.934268712997437,4.288844,2.4354892,25.290714,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-25T13:46:09Z,2002
2025-08-26 06:33:50.872457504,2096280,2096336,2002,truck_v_car,2096280,3.6554508,0.77991027,10.994698423609726,4.6870146,4.0119143,11.973922,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-26T06:33:50Z,2002
2025-08-26 07:28:40.365979910,2110220,2110224,2002,car_v_car,2110220,7.7765718,0.8500732,22.758341471354168,9.14812,0.94091296,4.8119497,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-26T07:28:40Z,2002
2025-08-26 07:45:43.149251938,2113996,2114013,2002,car_v_car,2113996,3.2726915,0.681062,11.350119908650717,4.805277,2.1868925,20.59067,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-26T07:45:43Z,2002
2025-08-26 12:55:01.367711544,2226660,2226675,2002,car_v_car,2226675,3.0200846,0.55703646,10.41552322581637,5.4217,3.4571354,85.15931,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-26T12:55:01Z,2002
2025-08-26 13:17:35.443099499,2248061,2248097,2002,car_v_car,2248097,2.2157907,0.47659418,11.446200052897135,4.649219,3.0273514,21.150198,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-26T13:17:35Z,2002
2025-08-27 05:08:21.524824858,2438128,2438188,2002,car_v_car,2438128,2.7173157,1.0570527,6.6115899085998535,2.570653,0.92429256,17.457306,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-27T05:08:21Z,2002
2025-08-27 09:17:55.833461046,2521223,2521276,2002,car_v_car,2521223,2.8056448,0.8476632,7.842932383219401,3.3098578,0.692101,32.56459,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-27T09:17:55Z,2002
2025-08-27 12:35:39.228452206,2598998,2599003,2002,car_v_car,2599003,2.027404,0.56968063,8.681706428527832,3.5588434,2.7457924,22.71688,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-27T12:35:39Z,2002
2025-08-28 06:05:50.716922283,2751863,2751875,2002,car_v_car,2751863,2.3817878,0.7182663,7.752930323282878,3.3160233,0.6882963,5.035762,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-28T06:05:50Z,2002
2025-08-28 13:10:06.621381283,2858812,2858875,2002,car_v_car,2858812,1.4763403,0.32663116,10.253628492355347,4.5199003,0.8821173,37.040825,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-28T13:10:06Z,2002
2025-08-28 13:32:49.436635494,2866903,2866976,2002,car_v_car,2866976,2.5879812,0.8173833,7.8385725021362305,3.1661782,3.2155457,12.197734,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-28T13:32:49Z,2002
2025-08-29 08:59:30.396859884,3029134,3029165,2002,car_v_car,3029165,1.4817411,0.5494828,6.336740612983704,2.6966102,1.5670953,20.031141,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-29T08:59:30Z,2002
2025-08-29 11:06:20.359189510,3068507,3068716,2002,car_v_car,3068507,3.0695229,0.4285082,8.256860595166714,7.163277,6.207518,41.740868,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-29T11:06:20Z,2002
2025-08-29 12:21:18.325802565,3095896,3096056,2002,car_v_bus,3096056,3.6574981,0.728061,12.062677701314291,5.023615,4.6510515,13.2048855,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-29T12:21:18Z,2002
2025-08-29 13:40:03.229544401,3125475,3125476,2002,car_v_car,3125475,1.5827641,0.58136153,6.202707449595134,2.7225127,2.6595988,32.788403,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-29T13:40:03Z,2002
2025-08-29 15:18:52.172944307,3161226,3161263,2002,car_v_car,3161226,2.2269325,0.47565207,11.694067001342773,4.681852,5.0443287,20.814482,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-29T15:18:52Z,2002
2025-08-31 09:06:00.026353836,3656610,3656623,2002,car_v_car,3656623,2.3127673,0.4630902,12.473998069763184,4.9942045,3.5897877,31.333628,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-31T09:06:00Z,2002
2025-08-31 13:39:27.135020971,3727999,3728012,2002,car_v_car,3727999,1.5202541,0.45793453,7.4042660395304365,3.3198068,1.0702581,22.493069,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-31T13:39:27Z,2002
2025-09-01 04:49:24.927037716,3803679,3803719,2002,car_v_car,3803679,2.3748457,0.6698817,8.564186414082846,3.5451717,1.7508702,20.814482,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-01T04:49:24Z,2002
2025-09-01 05:20:30.464180708,3812453,3812505,2002,car_v_car,3812453,3.2220123,1.1253886,6.68601095812928,2.8630219,2.1280909,13.65251,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-01T05:20:30Z,2002
2025-09-01 12:44:48.618816614,3935131,3935167,2002,car_v_car,3935167,1.6342556,0.5024735,6.943021178245544,3.2524216,1.8391075,0.44762325,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-01T12:44:48Z,2002
2025-09-02 07:22:00.240974188,4080956,4080964,2002,car_v_car,4080964,1.7684617,0.62154317,6.749125162760417,2.8452756,1.2868853,22.381163,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-02T07:22:00Z,2002
2025-09-02 08:49:55.790077925,4108487,4108490,2002,car_v_car,4108490,2.7525983,0.790407,8.735830573221122,3.4825075,1.7565556,32.005062,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-02T08:49:55Z,2002
2025-09-02 09:24:36.327459574,4119819,4119832,2002,car_v_van,4119819,2.6824534,0.6062388,10.171673583984376,4.4247475,3.528379,9.623899,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-02T09:24:36Z,2002
2025-09-02 14:27:11.017577171,4224096,4224111,2002,car_v_car,4224111,2.1379004,0.639154,7.811003684997559,3.3448906,0.52492714,23.27641,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-02T14:27:11Z,2002
2025-09-03 05:19:06.638693810,4299167,4299173,2002,car_v_car,4299173,2.1895638,0.6755343,7.821021715799968,3.2412326,1.8097715,25.738337,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T05:19:06Z,2002
2025-09-03 13:29:13.055063248,4521166,4521175,2002,car_v_car,4521175,1.6613322,0.62128156,6.504113833109538,2.6740408,2.0328884,21.262104,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T13:29:13Z,2002
2025-09-03 14:04:49.037660599,4537549,4537628,2002,car_v_car,4537549,2.6357927,0.6710966,10.131340344746908,3.9275904,2.3056521,52.483826,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T14:04:49Z,2002
2025-09-04 04:47:38.851909399,4729288,4729305,2002,car_v_car,4729288,3.256304,0.8536526,9.11399494242513,3.8145542,4.086584,33.45984,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-04T04:47:38Z,2002
2025-09-04 05:08:20.751740456,4737516,4737540,2002,car_v_car,4737540,1.6916363,0.3532894,11.664731216430663,4.788245,4.0451746,31.221722,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-04T05:08:20Z,2002
2025-09-04 05:56:37.686986685,4754204,4754241,2002,car_v_car,4754241,3.939661,0.3259003,17.973577365405887,12.088548,6.2683043,161.81581,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-04T05:56:37Z,2002
2025-09-04 16:41:52.329656363,5013384,5013398,2002,car_v_car,5013384,1.4396691,0.44814456,7.544118404388428,3.2125106,0.7000613,44.3147,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-04T16:41:52Z,2002
2025-09-08 08:41:52.842679501,6127869,6127879,2002,truck_v_car,6127869,3.8129501,1.206506,4.439103250229885,3.1603243,1.8518133,25.962149,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-08T08:41:52Z,2002
2025-09-08 09:17:56.510988950,6137515,6137567,2002,truck_v_car,6137515,2.6407666,0.7519729,8.310574531555176,3.5117843,2.389031,18.576365,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-08T09:17:56Z,2002
2025-09-08 12:59:25.120240688,6196347,6196363,2002,car_v_car,6196363,1.6601562,0.7186594,5.411788781483968,2.3100739,1.0311122,15.554908,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-08T12:59:25Z,2002
