timestamp,id1,id2,zone,interaction,leader,dist,TTC,MDRAC,closing_speed,speed_diff,yaw_diff,link
2025-06-05 05:48:39.001003980,14157052,14157821,1019,pedestrian_v_bicycle,14157821,2.7900171279907227,1.0195218324661255,6.841484069824219,2.736593723297119,0.5756338834762573,178.6566197247072,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T05:48:39Z
2025-06-05 06:01:10.465120077,14171516,14171539,1017,pedestrian_v_bicycle,14171539,3.51576566696167,0.868877112865448,10.115830421447754,4.046332359313965,2.367871046066284,134.76855619387328,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T06:01:10Z
2025-06-05 06:15:41.987056017,14191642,14191679,1018,bicycle_v_pedestrian,14191679,2.4813759326934814,0.8087448477745056,7.6704535484313965,3.0681815147399902,0.6035622358322144,168.417237253131,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T06:15:41Z
2025-06-05 06:26:47.504331112,14209370,14209679,1017,bicycle_v_pedestrian,14209679,2.569888114929199,1.0052785873413086,6.390985012054443,2.556394100189209,0.5251408219337463,156.69510267501502,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T06:26:47Z
2025-06-05 06:42:24.769182920,14229990,14230612,1016,pedestrian_v_bicycle,14229990,2.0078413486480713,1.2053086757659912,4.056895498573381,1.6658316850662231,0.7099813222885132,169.98391872419182,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T06:42:24Z
2025-06-05 06:50:05.672045946,14238839,14239251,1019,pedestrian_v_bicycle,14239251,3.2372419834136963,1.3105480670928955,3.9770712143185625,2.4701435565948486,0.5055737495422363,161.2552648139957,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T06:50:05Z
2025-06-05 09:00:12.012723923,14364535,14365077,1019,pedestrian_v_bicycle,14364535,3.125244140625,1.0940613746643066,7.141382217407227,2.856552839279175,0.684685468673706,163.94202536458127,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T09:00:12Z
2025-06-05 09:17:00.757757902,14377795,14378032,1018,bicycle_v_pedestrian,14377795,1.1458569765090942,0.38309788703918457,7.477572917938232,2.9910292625427246,0.8569995164871216,173.56490494375947,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T09:17:00Z
2025-06-05 10:55:38.771806955,14470198,14470263,1015,bicycle_v_pedestrian,14470263,1.6547752618789673,1.1771003007888794,3.5145163536071777,1.405806541442871,1.6991022825241089,4.028609497013601,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T10:55:38Z
2025-06-05 11:01:13.045732021,14475319,14475346,1017,bicycle_v_pedestrian,14475346,2.9835567474365234,0.6251450181007385,3.8171810911565034,4.772583484649658,2.44050931930542,175.55225412333573,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-05T11:01:13Z
