pair_id,timestamp,label1,label2,same_zone,mdrac,distance,closing_speed,closing_accel,speed_diff,ttc,yaw_diff,yaw_rate,min_safe_dist,ttc_min_dist,ttc_severity_score,traj_min_dist,traj_time_horizon,traj_severity_score,env_min_dist,env_max_overlap_prob,env_time_horizon,env_severity_score,decel_initial_speed,decel_final_speed,decel_speed_change,decel_avg_deceleration,decel_max_deceleration,decel_observation_time,decel_num_frames_observed,decel_alignment,decel_severity,decel_model,link,near_miss_probability,prediction
13164728_13165408,2025-06-04 05:09:11.841775894,6,4,1,22.67826795578003,4.468703746795654,9.56739616394043,-0.0050207964788317,2.9881339073181152,0.4670762717723846,171.50863647460938,5.570823806741521,3.3046875,1.0245219276216242,0.1302513718069413,1.0887257146042917,0.48,0.0057793523,1.4567520209999998,0.3501911873999999,0.5903999999999998,0.8669279852000001,5.700533866882324,0.501908540725708,5.198625564575195,1.795155048370361,4.425903938299298,2.8959200000000003,30.0,0.9282102645283212,3,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T05:09:11Z,0.927745469196393,1
13235010_13235328,2025-06-04 06:19:14.554888964,4,4,1,15.782290840148926,5.091448783874512,6.77673864364624,-1.3542153461281992,0.357844591140747,0.7513125538825989,179.1612091064453,-155.6890561631974,3.110595703125,1.770450583005883,0.1702055910576112,1.8219903546778349,0.72,0.00186913892,2.0462385619999988,0.2756532576,0.8112000000000001,0.7385775978000002,3.7675702571868896,3.4841909408569336,0.283379316329956,0.0973131582140922,8.70452759478363,2.912035,30.0,0.866743649082877,4,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T06:19:14Z,0.9734061089784269,1
13258649_13259974,2025-06-04 06:35:57.754616976,4,4,1,9.652140617370604,4.286955833435059,3.803633213043213,-0.4183247733501219,3.1207666397094727,1.1270686388015747,59.98151397705078,54.501423407681074,3.08447265625,0.6367002801128746,0.0477246442087214,0.7395048209053218,1.2,0.10831267364,0.9377635792,0.3945424357999998,1.104000000000001,0.3139264299999999,3.652443885803223,3.5674195289611816,0.085024356842041,0.1057144775986671,1.325049486718282,0.804283,9.0,0.4493130280864931,1,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T06:35:57Z,0.672207507490148,1
13275785_13276185,2025-06-04 06:53:02.484992981,4,6,1,5.496320974950884,6.120042324066162,3.983756065368652,-1.579037457569979,-0.4473352432250976,1.5362492799758911,66.80776977539062,19.58361798818679,3.22607421875,1.9041863200566396,0.1195855676133405,1.9168473866168143,1.44,0.0012801023,1.8530794119999996,0.3127957822,1.142400000000001,0.3762713730000001,3.742273330688477,3.164767265319824,0.5775060653686523,0.1983755975961685,7.90871050120087,2.911175,29.0,0.2789122846133824,4,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T06:53:02Z,0.630640725741469,1
13358849_13359199,2025-06-04 08:42:05.062517881,8,4,1,22.22850163777669,7.030138969421387,9.036954879760742,-3.369985032919336,8.388110160827637,0.7779322862625122,16.226343154907227,-1.148152036737136,5.290771484375,0.3980125594431346,0.0370883296575716,0.6404837032153686,0.72,0.3154285888,1.1271182380000009,0.4330143693999999,0.6720000000000002,0.7956447807999997,10.117764472961426,10.090862274169922,0.0269021987915039,0.0914654955267906,0.7962563825876042,0.294124,4.0,0.984677955188348,1,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T08:42:05Z,0.9451699026903023,1
13376759_13377438,2025-06-04 09:03:44.686794043,4,7,1,33.119377772013344,5.751528263092041,13.630378723144531,-2.708592824933459,4.815945148468018,0.4219639301300049,158.00999450683594,-8.908327578863254,4.83203125,1.5945214051121883,0.2160365341164972,2.0468649808915096,0.48,0.00622527468,2.0834615999999984,0.3032379823999999,0.7247999999999998,1.3373591839999992,9.110031127929688,9.15025520324707,-0.0402240753173828,-0.1267562806606292,0.2317086302778148,0.317334,4.0,0.990190524982972,1,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T09:03:44Z,0.9960905222681248,1
13384968_13385545,2025-06-04 09:14:55.359560966,4,4,1,23.74833297729492,7.294917583465576,9.685786247253418,-0.9186045437196356,4.659519195556641,0.7531569600105286,164.27671813964844,-13.905687359052108,3.07763671875,0.8691709529867799,0.0830228652001738,0.8963738425868016,0.72,0.09107211754,0.9999692904000002,0.3963243146000001,0.7056,0.7524305333999999,6.911290645599365,7.277842998504639,-0.3665523529052734,-0.5284909605979919,0.0,0.693583,8.0,0.9992221489737926,0,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T09:14:55Z,0.8288344197594013,1
13409295_13409616,2025-06-04 09:46:01.659529924,4,4,1,17.1560796101888,6.834039688110352,6.6649041175842285,2.5557432927052908,2.8618221282958984,1.0253770351409912,1.846445918083191,20.4717531066249,3.125,0.7910547657140009,0.0628275190586973,0.8636125071465794,0.96,0.09307150396,0.9883900895999996,0.3454273589999999,1.0512000000000008,0.5143155208,8.007596969604492,11.925152778625488,-3.917555809020996,-3.905137300491333,2.255004036377647,1.00318,9.0,0.9979294068368836,2,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T09:46:01Z,0.716214152829143,1
13444179_13446089,2025-06-04 10:15:17.804124117,4,8,1,22.875770568847656,6.645701408386231,9.070982933044434,0.6331575507317095,8.023645401000977,0.7326329946517944,99.3723602294922,32.77624782882353,5.36962890625,0.9239007754603512,0.089754225093793,0.9240066244127354,0.72,0.05671558678,1.0749395718000003,0.3811510079999999,0.7200000000000002,0.7369735962,8.89120864868164,8.875961303710938,0.0152473449707031,0.0505912601947784,1.3410965792515563,0.301383,4.0,0.9724653233131784,1,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T10:15:17Z,0.8869189150277099,1
13497071_13497175,2025-06-04 10:57:32.892517090,4,4,1,16.10589655679498,6.523089408874512,7.440647602081299,-3.338427131051262,7.299210548400879,0.8766829967498779,127.23590087890624,53.71044945315994,3.04931640625,1.4611571455202306,0.1279552636368232,1.695656522246674,0.72,0.00240976846,1.9093534919999988,0.2773905848,0.8688000000000001,0.6236344502000002,7.775484085083008,3.161959171295166,4.613524913787842,3.2696938514709477,19.646944578689865,1.410996,15.0,0.9898967171376372,4,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T10:57:32Z,0.5266726070380485,1
13567846_13568096,2025-06-04 12:11:22.347110987,4,7,1,44.060465494791664,6.581520080566406,19.686803817749023,-8.178239993600611,3.6002769470214844,0.3343112468719482,156.33140563964844,-19.03278255944825,4.940185546875,2.2893209431177035,0.3572507676099298,2.5534563164769923,0.24,0.0073583895399999,2.0950569559999987,0.3133129563999999,0.6959999999999995,1.4130977059999992,10.483183860778809,10.723858833312988,-0.2406749725341797,-1.189211368560791,0.0,0.202382,3.0,0.9907237907789512,0,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T12:11:22Z,0.9962303993782691,1
13587661_13587826,2025-06-04 12:32:19.813026905,4,4,1,18.142968368530276,7.49270486831665,6.855887413024902,-0.3166726804769456,2.346642017364502,1.092886209487915,2.90955114364624,0.9352381604243356,3.2431640625,0.8009615414063856,0.0612475623680538,1.1496443488776211,1.2,0.00231646108,1.2340895812,0.3676350484,1.1280000000000008,0.4680028537999999,10.223867416381836,13.625299453735352,-3.401432037353516,-4.326503276824951,2.973966572092853,0.786185,9.0,0.9994744061858704,2,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T12:32:19Z,0.566715333002607,1
13606584_13607472,2025-06-04 12:53:19.122683048,6,4,1,15.974671363830566,3.373987197875977,6.8373799324035645,-1.816914705207725,6.712979316711426,0.4934619963169098,172.5587615966797,-27.720722271532523,3.477294921875,1.7049479363573612,0.2105214819082266,1.9240662939317088,0.48,0.00231728474,2.116746827999999,0.3157594421999998,0.6815999999999997,0.8497563326000004,7.434714317321777,8.20393180847168,-0.7692174911499023,-1.103898525238037,0.1278794999959817,0.696819,8.0,0.8607062453234596,1,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T12:53:19Z,0.9953665715965776,1
13612461_13612525,2025-06-04 12:58:23.475159883,4,4,1,16.447569211324055,4.58396053314209,6.821053504943848,-2.666115434464991,1.543034315109253,0.6720311641693115,137.6431427001953,-16.405980085688743,3.21484375,0.1513286146585655,0.0152826597621589,0.3652031450760818,0.72,0.44359628,0.3829879525999999,0.4982371411999999,0.6767999999999997,0.8359781088000001,2.8442981243133545,5.706583499908447,-2.8622853755950928,-0.9590823650360109,9.882801636947296,2.9844,29.0,0.9930965344529102,4,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T12:58:23Z,0.575615571254098,1
13730064_13730079,2025-06-04 14:52:56.447561979,4,4,1,16.160836696624756,6.356710910797119,8.788731575012207,-9.598855858717746,1.7409697771072388,0.7232796549797058,174.5730743408203,-1.118787239550183,3.135009765625,0.4566951485517656,0.0444876832054111,0.4567126360029528,0.72,0.442450651,0.7997584037999999,0.4188837126,0.6816,0.8134272603999999,3.3088266849517822,0.4991487860679626,2.809677839279175,0.943896472454071,2.765021248273584,2.97668,31.0,0.9992285536124416,2,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T14:52:56Z,0.5042006817484288,1
13758236_13760119,2025-06-04 15:19:53.059477091,4,4,1,19.603326034545898,4.536527156829834,8.685931205749512,-2.470198450199153,2.221916437149048,0.5222845077514648,80.57218933105469,629.8513568763254,3.107177734375,1.6221648577346628,0.1935688754140235,1.638086555550885,0.48,0.0043155988599999,2.101425975999999,0.2803691789999999,0.7775999999999997,0.8804534958000001,4.688589096069336,4.680666446685791,0.0079226493835449,0.0097968569025397,5.820451387793318,0.808693,9.0,0.4983546488935025,3,1.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T15:19:53Z,0.9946393595548363,1
