timestamp,id1,id2,interaction,leader,dist,TTC,MDRAC,closing_speed,speed_diff,yaw_diff,link
2025-06-04 03:27:22.124680042,13108638,13108758,car_v_car,13108638,7.201701,0.68171674,7.93274553777013,10.564067,10.42359,1.1190581,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T03:27:22Z
2025-06-04 04:01:56.934276104,13122655,13122698,car_v_car,13122655,7.3454123,1.1283715,28.95651585509972,6.5097466,7.2131658,0.0,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T04:01:56Z
2025-06-04 04:15:37.974562883,13130564,13130814,van_v_car,13130564,6.403067,0.9112803,4.118059567286305,7.026452,0.994987,3.580986,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T04:15:37Z
2025-06-04 04:16:54.939611912,13131663,13131682,truck_v_car,13131663,5.8764334,1.110845,10.012589405236405,5.290057,4.488613,1.3428698,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T04:16:54Z
2025-06-04 04:38:01.863240004,13145326,13145903,car_v_van,13145903,5.3287435,0.36209106,19.78839628990458,14.716583,6.2640033,166.17912,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T04:38:01Z
2025-06-04 05:03:25.891516924,13161698,13161823,car_v_car,13161698,4.9455037,0.49750158,9.196672382338,9.94068,10.555223,0.22381163,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T05:03:25Z
2025-06-04 05:03:30.189299107,13161698,13161860,car_v_car,13161698,7.8243194,1.0583864,14.997758526949028,7.392687,7.7807746,0.8952465,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T05:03:30Z
2025-06-04 05:13:55.156511068,13168548,13168566,car_v_car,13168548,7.828234,0.87339944,5.154471480326342,8.962949,10.5880785,2.461928,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T05:13:55Z
2025-06-04 06:16:59.641653061,13230886,13231215,car_v_car,13230886,7.365062,0.7022201,7.797126517536884,10.488254,9.247735,1.230964,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T06:16:59Z
2025-06-04 07:07:54.456018925,13290338,13290941,bus_v_car,13290338,6.3714185,0.89101034,4.077438995763464,7.1507792,7.9906483,1.4547756,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T07:07:54Z
2025-06-04 08:36:23.331535101,13356000,13356261,car_v_car,13356000,7.916619,0.71355003,7.6576964485770596,11.094693,9.527784,0.33571744,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T08:36:23Z
2025-06-04 08:42:05.250216007,13358849,13359199,bus_v_car,13359199,5.268777,0.5900911,6.489853189182898,8.928752,8.347487,16.002531,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T08:42:05Z
2025-06-04 09:03:59.789567947,13377747,13377775,car_v_car,13377747,4.3754463,0.9610864,11.963218292805768,4.5526047,4.543114,1.1190581,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T09:03:59Z
2025-06-04 09:40:10.717010021,13404264,13404287,car_v_car,13404264,4.303546,0.78447795,20.590380984642394,5.4858723,5.892312,0.7833407,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T09:40:10Z
2025-06-04 10:12:42.429289103,13442141,13442194,car_v_car,13442141,3.9887843,0.7255208,17.33573725539511,5.4978223,6.4582334,0.11190581,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T10:12:42Z
2025-06-04 11:03:04.054174900,13503972,13504474,car_v_car,13503972,7.4989095,0.7340235,7.353952863540642,10.21617,9.851535,3.4690802,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T11:03:04Z
2025-06-04 11:28:57.262480021,13529131,13529888,van_v_truck,13529131,6.9453783,0.87912154,4.6649565258264305,7.900362,7.777138,0.11190581,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T11:28:57Z
2025-06-04 11:53:13.493012905,13550913,13550957,car_v_car,13550913,6.7931385,0.7713886,5.68454016829406,8.806376,9.722832,0.11190581,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T11:53:13Z
2025-06-04 12:15:25.977312088,13571473,13571776,car_v_car,13571473,7.3317723,0.8752871,4.658294530949008,8.37642,8.972556,1.9023988,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T12:15:25Z
2025-06-04 12:15:25.177350998,13571526,13571776,car_v_car,13571526,5.177513,0.6048181,6.892900827866099,8.560447,9.566986,0.6714349,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T12:15:25Z
2025-06-04 12:15:27.187324047,13571526,13571794,car_v_car,13571526,7.4020295,0.96266156,4.013233395542014,7.6891294,7.620303,4.1405153,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T12:15:27Z
2025-06-04 12:27:24.026279926,13583432,13583549,car_v_car,13583432,6.9363737,1.0059364,24.51804191896113,6.8954396,5.3470206,2.1262105,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T12:27:24Z
2025-06-04 13:33:29.194168091,13644543,13645439,car_v_car,13644543,6.7467623,0.80943614,5.522275166813654,8.335138,9.401927,0.44762325,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T13:33:29Z
2025-06-04 13:56:17.266438960,13669574,13669682,car_v_car,13669574,4.21875,0.7259284,4.168959518447432,5.8115234,8.088225,3.3571744,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T13:56:17Z
2025-06-04 14:53:51.559925079,13730905,13731465,car_v_car,13730905,6.393833,0.7595417,5.475554336385762,8.418015,11.2179165,9.623899,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T14:53:51Z
2025-06-04 14:53:49.252114057,13731279,13731465,car_v_car,13731279,6.7688537,0.74779445,5.973160986521499,9.051757,7.6118765,9.623899,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T14:53:49Z
2025-06-04 15:51:15.744406939,13798730,13798796,car_v_van,13798730,4.26448,1.060738,18.61037572224935,4.0202956,3.9896567,2.1262105,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T15:51:15Z
2025-06-04 15:54:28.506542921,13802186,13802568,car_v_car,13802186,7.973834,0.8624165,27.340108815652265,9.24592,8.395151,0.6714349,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T15:54:28Z
2025-06-04 16:25:57.612773895,13838110,13838778,car_v_van,13838110,6.420259,0.8918364,3.919024183276847,7.1989202,8.661732,0.7833407,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T16:25:57Z
2025-06-04 16:25:56.196511030,13838207,13838778,car_v_van,13838207,7.4112754,0.7237022,7.6500150303010175,10.240781,8.778063,0.7833407,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T16:25:56Z
2025-06-04 16:45:25.911946058,13856940,13857040,car_v_van,13856940,5.7744894,0.54871005,9.376957233560482,10.523753,9.82866,0.8952465,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T16:45:25Z
2025-06-04 16:45:27.219890118,13856940,13857050,car_v_car,13856940,6.855156,0.83239555,5.138072606556171,8.235455,7.0159225,0.11190581,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T16:45:27Z
2025-06-04 16:49:09.368525028,13860417,13860444,car_v_car,13860417,6.5715156,0.9216073,3.735488526756663,7.130494,6.92356,0.7833407,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T16:49:09Z
2025-06-04 16:54:24.591604948,13864660,13864975,van_v_car,13864660,7.019087,0.7731986,12.341747723777903,9.077987,10.491208,1.4547756,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T16:54:24Z
2025-06-04 17:15:26.180411100,13884115,13884462,car_v_car,13884115,6.685236,0.8285132,4.610123479244152,8.068955,8.428671,0.8952465,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T17:15:26Z
2025-06-04 17:15:30.481889963,13884513,13884538,car_v_car,13884513,5.3982058,0.69995606,5.397109461796313,7.712207,6.9391127,1.0071523,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T17:15:30Z
2025-06-04 17:52:54.777892113,13913044,13913209,car_v_car,13913044,7.309361,0.95543164,3.992621095380089,7.6503234,5.5056868,0.11190581,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T17:52:54Z
2025-06-04 17:54:23.480273008,13913814,13914101,car_v_car,13913814,3.927971,0.69483423,4.033086590796307,5.653105,7.0280924,0.44762325,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T17:54:23Z
2025-06-04 18:19:11.965903044,13930467,13930531,car_v_car,13930467,7.603068,0.88166505,18.154726531547325,8.623533,8.72611,0.0,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T18:19:11Z
2025-06-04 18:55:54.043802023,13950018,13950031,car_v_car,13950018,7.539609,1.0798916,9.855330959766501,6.9818206,6.5289774,1.790493,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T18:55:54Z
2025-06-04 19:06:28.590692997,13954342,13954665,car_v_car,13954342,7.6687555,0.810073,5.840712728491998,9.466746,9.627194,0.33571744,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T19:06:28Z
2025-06-04 20:16:56.043694973,13986165,13986348,car_v_car,13986165,3.7828314,0.6738917,4.281711959590255,5.6134114,7.330798,0.22381163,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T20:16:56Z
2025-06-04 20:52:58.060534954,14000835,14001087,car_v_car,14000835,7.6685486,0.77187747,5.973463358701778,9.93493,8.714225,0.44762325,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T20:52:58Z
2025-06-04 21:20:13.890588045,14009119,14009143,car_v_car,14009119,6.882471,0.9466863,17.896028574463703,7.270065,7.1660376,0.44762325,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T21:20:13Z
2025-06-04 22:15:27.065510988,14024195,14024277,car_v_car,14024195,7.9404063,0.80831975,6.476161781136711,9.823348,10.817396,1.1190581,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T22:15:27Z
2025-06-04 22:16:47.240401983,14024618,14024630,van_v_car,14024618,5.692413,0.6601747,6.550836101996478,8.622585,5.970364,1.0071523,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T22:16:47Z
2025-06-04 22:46:05.458056927,14030238,14030253,car_v_car,14030238,7.9230123,0.6922447,26.012526574004053,11.445393,10.032143,4.252421,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-04T22:46:05Z
