timestamp,id1,id2,zone,interaction,leader,dist,TTC,MDRAC,closing_speed,speed_diff,yaw_diff,link,label1,label2
2025-06-12 08:06:01.336663961,21735596,21735628,1016,car_v_car,21735628,1.4204483,0.26704794,10.196715118334744,5.319076,7.579074,88.18178,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-12T08:06:01Z,3,1
2025-06-12 08:14:23.044702053,21739683,21739812,1017,car_v_car,21739812,3.645377,0.97723913,7.924538120163144,3.7302814,0.6105255,167.85771,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-12T08:14:23Z,2,1
2025-06-12 12:24:55.336007118,21915460,21915532,1017,car_v_car,21915532,6.1433578,1.0984901,12.225159568247184,5.592547,0.6629391,165.75948,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-12T12:24:55Z,2,1
