timestamp,id1,id2,zone,interaction,leader,dist,TTC,MDRAC,closing_speed,speed_diff,yaw_diff,link
2025-06-04 03:52:17.553895950,13117348,13117360,E-L1,van_v_car,13117348,6.031189441680908,1.0552492141723633,14.199087142944336,5.715417385101318,0.526517391204834,4.7000444131825345,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T03:52:17Z
2025-06-04 05:15:51.646632910,13169970,13169979,E-L1,truck_v_van,13169970,6.898043632507324,0.8163504600524902,22.27327537536621,8.44985580444336,1.500657081604004,1.342869832337867,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T05:15:51Z
2025-06-04 05:20:37.275413036,13173491,13173699,D-L1,car_v_car,13173491,6.072579383850098,1.2727935314178467,6.615169909805573,4.771063804626465,3.387228488922119,176.7132769992112,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T05:20:37Z
2025-06-04 05:53:53.415838957,13200357,13200934,D-L1,car_v_car,13200934,4.088916301727295,0.6079283356666565,12.507043423486651,6.7259840965271,6.186946392059326,145.1418477118511,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T05:53:53Z
2025-06-04 09:13:50.682987928,13383416,13384465,D-L1,bus_v_car,13384465,6.8585205078125,1.588785171508789,11.071550607681274,4.316833019256592,2.4032950401306152,79.6769433853801,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T09:13:50Z
2025-06-04 10:01:45.705323935,13425364,13425577,D-L1,car_v_bus,13425364,3.7323803901672363,0.4133092164993286,22.55225028991699,9.030479431152344,7.063178062438965,129.2512213625197,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T10:01:45Z
2025-06-04 10:57:32.790256023,13497071,13497175,E-L1,car_v_car,13497071,7.708592414855957,1.081317663192749,10.303294118157073,7.12888765335083,7.077817916870117,111.79289265621759,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T10:57:32Z
2025-06-04 10:57:30.593157053,13497071,13497252,E-L1,car_v_car,13497071,6.217267990112305,1.402140736579895,9.806800860997726,4.4341254234313965,4.338434219360352,48.90182217506082,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T10:57:30Z
2025-06-04 15:28:22.446216106,13769968,13770207,D-L1,car_v_car,13770207,4.8340630531311035,1.0607373714447021,11.602782249450684,4.557266712188721,4.325728893280029,10.854864478064425,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T15:28:22Z
2025-06-04 16:17:30.662111998,13826823,13828303,D-L1,car_v_car,13828303,5.068669319152832,0.8737805485725403,15.338775634765625,5.800849437713623,5.437215805053711,41.74087062183536,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T16:17:30Z
2025-06-04 21:21:53.226118088,14009350,14009588,E-L2,bus_v_car,14009588,6.638253211975098,1.4860708713531494,11.412034034729004,4.466982841491699,4.6938676834106445,85.27223435345455,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-04T21:21:53Z
