timestamp,id1,id2,zone,interaction,leader,dist,TTC,MDRAC,closing_speed,speed_diff,yaw_diff,link,label1,label2
2025-09-03 04:27:14.885472775,4287126,4287129,1095,car_v_car,4287126,5.289483,1.15306,6.889467113941007,4.587344,2.3464503,152.4147,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T04:27:14Z,1,2
2025-09-03 04:32:49.564186811,4287977,4287978,1095,car_v_car,4287978,3.9873967,0.89387494,10.735117960013074,4.460799,0.6638293,132.60838,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T04:32:49Z,2,1
2025-09-03 04:40:40.616925955,4289389,4289454,1095,car_v_car,4289389,2.6127017,0.7559735,8.228250821431478,3.4560757,3.1480842,0.055952907,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T04:40:40Z,1,2
2025-09-03 04:40:39.729928970,4289441,4289454,1095,car_v_car,4289441,7.8734813,1.2324504,5.7754318262070905,6.3884773,2.4691017,124.38331,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T04:40:39Z,1,2
2025-09-03 06:39:10.029796362,4316190,4316216,1095,car_v_car,4316190,3.572761,0.7988183,11.08940633138021,4.472558,1.191878,167.57794,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T06:39:10Z,1,2
2025-09-03 06:45:43.002034902,4317604,4317622,1095,car_v_car,4317604,2.0197506,0.5219322,7.5627589908828785,3.869757,1.5590606,173.39705,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T06:45:43Z,1,2
2025-09-03 06:46:43.433833122,4317782,4317806,1095,car_v_car,4317782,3.8789084,0.6865214,3.912842237440664,5.6500907,3.158082,136.80486,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T06:46:43Z,1,2
2025-09-03 08:51:53.633348703,4365351,4365382,1095,car_v_car,4365351,2.300911,0.5251456,8.51149894923515,4.3814726,0.9481288,179.55287,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T08:51:53Z,1,2
2025-09-03 10:09:57.238278866,4411430,4411656,1095,car_v_car,4411430,2.6233115,0.53561336,8.994663427167168,4.897771,1.245902,158.23381,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T10:09:57Z,1,2
2025-09-03 10:40:53.325317144,4424658,4424705,1095,car_v_car,4424658,3.4282691,0.9092587,8.768923935668118,3.7704,1.4175477,138.76321,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T10:40:53Z,1,2
2025-09-03 11:07:44.851768732,4437232,4437269,1095,car_v_car,4437269,5.216239,1.1828378,6.131307307391265,4.409936,1.3131682,158.7384,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T11:07:44Z,2,1
2025-09-03 11:19:20.315977097,4441960,4441980,1095,car_v_car,4441980,2.4140198,0.75371015,7.993715604146321,3.202849,0.8737732,110.451035,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T11:19:20Z,2,1
2025-09-03 12:23:48.024203539,4481183,4481402,1095,car_v_car,4481402,2.4051785,0.6913021,8.359887906748465,3.4792004,2.0043418,122.20115,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T12:23:48Z,2,1
2025-09-03 12:35:49.801031828,4487787,4487854,1095,car_v_car,4487787,7.7740116,1.3926578,8.519511383263882,5.582141,1.9725431,162.59813,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T12:35:49Z,1,2
2025-09-03 12:35:50.000616789,4487854,4487857,1095,car_v_car,4487857,2.6938334,0.50877035,13.354185104370115,5.2947927,1.9232764,170.54344,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T12:35:50Z,2,1
2025-09-03 12:44:33.378845930,4493486,4493556,1095,car_v_car,4493486,3.117767,0.80354595,6.996647134451494,3.880011,0.6092808,77.15906,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T12:44:33Z,1,2
2025-09-03 12:49:12.303127050,4496357,4496401,1095,car_v_car,4496401,4.422289,1.0149105,8.034306206708427,4.3573194,1.1147264,168.75397,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T12:49:12Z,2,1
2025-09-03 12:59:47.826561689,4503449,4503504,1095,car_v_car,4503449,2.0285327,0.4806893,4.368532302685993,4.22005,1.8486896,178.71257,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T12:59:47Z,1,2
2025-09-03 13:05:38.882440090,4507535,4507617,1095,car_v_car,4507535,4.2704873,0.9453299,9.95445782536584,4.517457,1.3496213,177.70644,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T13:05:38Z,1,2
2025-09-03 13:11:37.915615559,4511404,4511495,1095,car_v_car,4511404,7.885851,1.6283354,7.823761910709527,4.842891,0.78096724,178.54573,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T13:11:37Z,1,2
2025-09-03 13:12:06.448534012,4511767,4511818,1095,car_v_car,4511767,4.826716,0.9537749,7.970010683718669,5.0606446,1.8283037,167.46706,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T13:12:06Z,1,2
2025-09-03 13:12:06.535624742,4511808,4511818,1095,car_v_car,4511808,2.2897723,0.55467445,8.806609437396189,4.128137,2.1764193,169.14563,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T13:12:06Z,1,2
2025-09-03 13:28:03.474396706,4520462,4520530,1095,car_v_car,4520462,2.8432298,0.74484736,8.836750183308297,3.817198,1.4470358,170.15279,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T13:28:03Z,1,2
2025-09-03 14:25:08.185440779,4544377,4544392,1095,car_v_car,4544392,2.9635909,0.98939854,6.319742291246437,2.9953458,1.3452433,175.80302,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T14:25:08Z,2,1
2025-09-03 15:05:27.030675650,4557281,4557325,1095,car_v_car,4557281,2.0469277,0.8733335,5.827207565307617,2.3438098,2.4377759,34.578896,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T15:05:27Z,1,2
2025-09-03 15:05:28.166119814,4557309,4557325,1095,car_v_car,4557309,6.193573,1.106008,13.627807360560894,5.599935,2.3739042,160.08026,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T15:05:28Z,1,2
2025-09-03 15:05:27.822060108,4557321,4557325,1095,car_v_car,4557321,4.6101165,0.820414,12.985428265173477,5.619256,2.5008545,173.3421,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T15:05:27Z,1,2
2025-09-03 15:46:01.921227932,4569490,4569507,1095,car_v_car,4569490,1.0763916,0.593272,4.208360135555267,1.8143308,0.7249708,38.71941,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T15:46:01Z,1,2
2025-09-03 15:46:54.106441021,4569675,4569684,1095,car_v_car,4569675,2.5752566,0.75362754,8.500542958577475,3.4171476,0.57138586,155.0455,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T15:46:54Z,1,2
2025-09-03 15:46:53.750315428,4569684,4569714,1095,car_v_car,4569714,1.2231507,0.42102954,6.044138855423693,2.9051423,0.8020128,161.592,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T15:46:53Z,2,1
2025-09-03 16:05:45.712703228,4573849,4573850,1095,car_v_car,4573850,4.1761785,0.78339916,10.145779342610425,5.3308434,1.1545879,134.23001,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T16:05:45Z,2,1
2025-09-03 16:39:40.411147833,4584307,4584321,1095,car_v_car,4584307,6.2211437,1.3533567,9.941009773402156,4.5968246,1.6195594,147.21109,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-09-03T16:39:40Z,1,2
