timestamp,id1,id2,zone,interaction,leader,dist,TTC,MDRAC,closing_speed,speed_diff,yaw_diff,link,label1,label2
2025-06-07 14:09:39.432590961,16753936,16754976,1018,car_v_car,16754976,2.929552,0.8392736,8.677884101867676,3.4905806,0.80614734,91.7058,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-07T14:09:39Z,8,1
