timestamp,id1,id2,zone,interaction,leader,dist,TTC,MDRAC,closing_speed,speed_diff,yaw_diff,link
2025-06-07 06:58:15.652535915,16351930,16352212,1017,car_v_pedestrian,16352212,6.235657215118408,1.015175461769104,15.356106758117676,6.14244270324707,2.8208844661712646,126.34167005912099,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-07T06:58:15Z
2025-06-07 08:22:56.161920071,16406653,16408206,1016,pedestrian_v_bicycle,16408206,1.798303484916687,1.0727266073226929,4.190964221954346,1.6763856410980225,0.6210436224937439,171.60757399084324,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-07T08:22:56Z
2025-06-07 09:12:24.651807070,16447785,16449057,1018,pedestrian_v_bicycle,16447785,3.486931562423706,1.2497962713241577,6.219585656503066,2.7899999618530273,1.5082036256790161,132.77523378649676,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-07T09:12:24Z
2025-06-07 10:11:46.138277054,16501072,16501880,1017,car_v_pedestrian,16501880,6.695914268493652,1.3060686588287354,6.639713402173245,5.126770496368408,2.6745142936706543,117.19336932631926,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-07T10:11:46Z
2025-06-07 11:41:07.040276051,16602787,16603090,1019,bicycle_v_pedestrian,16603090,1.7016191482543945,0.7705644965171814,5.520689964294434,2.2082760334014893,0.5399929285049438,172.66965838886756,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-07T11:41:07Z
2025-06-07 11:41:25.474334002,16602846,16603638,1018,bus_v_pedestrian,16603638,4.294914245605469,1.786964774131775,6.00867223739624,2.4034688472747803,1.17140531539917,80.51521614468145,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-07T11:41:25Z
2025-06-07 14:09:39.320267916,16753936,16754976,1018,bus_v_pedestrian,16754976,3.11576771736145,0.8965473175048828,8.688241004943848,3.4752964973449707,0.7342844009399414,71.89599188290158,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-07T14:09:39Z
2025-06-07 14:41:14.343518972,16787638,16788509,1018,bus_v_pedestrian,16788509,3.8659167289733887,1.5312888622283936,6.337646007537842,2.524616241455078,1.290661334991455,46.5388326269592,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-07T14:41:14Z
2025-06-07 15:01:06.615494013,16806139,16806336,1019,pedestrian_v_van,16806139,5.846945285797119,1.4448310136795044,10.17826795578003,4.046802043914795,1.514008641242981,126.0888610796478,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-07T15:01:06Z
2025-06-07 15:04:31.651735067,16810130,16810215,1017,bicycle_v_pedestrian,16810130,5.487886428833008,1.5279698371887207,3.4013491288644757,3.5916194915771484,0.7067642211914062,145.28070910014316,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-07T15:04:31Z
2025-06-07 16:20:23.144680977,16874997,16875844,1018,bus_v_pedestrian,16875844,3.428753137588501,1.300313949584961,6.592164039611816,2.6368656158447266,0.6767895221710205,86.94980075796705,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-07T16:20:23Z
2025-06-07 18:48:39.576535940,16998200,16998700,1019,car_v_pedestrian,16998700,5.3904266357421875,1.2318744659423828,7.015309851188941,4.375792026519775,2.1857123374938965,128.46685974107945,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-07T18:48:39Z
2025-06-07 19:52:57.837143898,17033132,17034430,1019,pedestrian_v_motorcycle,17033132,5.329934597015381,1.1953485012054443,9.606602327117589,4.458896160125732,2.036672353744507,130.313305760544,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-07T19:52:57Z
