timestamp,id1,id2,zone,interaction,leader,dist,TTC,MDRAC,closing_speed,speed_diff,yaw_diff,link,label1,label2
2025-08-27 04:54:47.646623611,2431976,2432074,1095,car_v_car,2431976,3.7586107,1.0237343,8.173317498407107,3.6714706,1.6059811,154.59686,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-27T04:54:47Z,1,2
2025-08-27 05:49:19.553985119,2454091,2454115,1095,car_v_car,2454091,4.145427,0.91682875,9.914904014879768,4.521485,1.9410561,143.85391,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-27T05:49:19Z,1,2
2025-08-27 05:54:19.093611002,2456619,2456677,1095,car_v_car,2456619,5.209808,1.1836888,9.092702336841873,4.4013324,1.869773,140.60864,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-27T05:54:19Z,1,2
2025-08-27 06:48:30.247237444,2474971,2474999,1095,car_v_car,2474971,6.2914896,1.0953075,11.989651255323045,5.74404,2.0835724,162.8789,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-27T06:48:30Z,1,2
2025-08-27 07:57:33.206061125,2496258,2496325,1095,car_v_car,2496258,3.5553877,0.73730046,11.383842786153158,4.8221693,2.8619697,100.49142,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-27T07:57:33Z,1,2
2025-08-27 08:05:57.419482231,2498946,2498951,1095,car_v_car,2498946,5.0287337,1.1982121,9.420046716119506,4.196864,0.84334946,163.83011,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-27T08:05:57Z,1,2
2025-08-27 08:45:07.517649651,2510041,2510049,1095,car_v_car,2510041,4.8614154,0.8656669,8.962196250689187,5.6158037,2.1314807,133.72644,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-27T08:45:07Z,1,2
2025-08-27 09:39:17.781566381,2529537,2529699,1095,car_v_car,2529537,4.676938,0.7615317,15.214395761489868,6.141488,0.7955587,168.02658,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-27T09:39:17Z,1,2
2025-08-27 11:26:56.027900219,2568036,2568051,1095,car_v_car,2568051,4.608667,1.001351,11.614668369293213,4.602449,1.735996,152.1909,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-27T11:26:56Z,2,1
2025-08-27 13:00:54.250279188,2612158,2612167,1095,car_v_car,2612167,4.844973,1.1421905,9.764442356801515,4.241826,1.8515781,121.19399,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-27T13:00:54Z,2,1
2025-08-27 13:20:47.056042433,2624144,2624235,1095,car_v_car,2624144,5.0248275,0.9958935,10.660389261715626,5.045547,1.8879733,161.92772,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-27T13:20:47Z,1,2
2025-08-27 13:42:47.799186707,2632524,2632732,1095,car_v_car,2632524,4.616181,1.0163376,11.492628812789917,4.541976,0.83167183,176.69928,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-27T13:42:47Z,1,2
2025-08-27 14:56:51.972857952,2659638,2659658,1095,car_v_car,2659638,5.5630407,1.2767441,9.616933398058153,4.3572087,0.8078954,101.49857,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-27T14:56:51Z,1,2
2025-08-27 15:38:55.914021492,2669246,2669266,1095,car_v_car,2669246,7.835446,1.4693683,8.249317621081603,5.3325267,1.7768986,174.96373,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-08-27T15:38:55Z,1,2
