timestamp,id1,id2,zone,interaction,leader,dist,TTC,MDRAC,closing_speed,speed_diff,yaw_diff,link,label1,label2
2025-06-06 05:54:41.880464077,15330435,15331222,1018,car_v_car,15331222,2.8780553,0.972991,7.408944368362426,2.9579465,1.01453,69.64039,https://di-india-collab-2.flow-analytics.io/tools/replay/2025-06-06T05:54:41Z,8,1
